title,authors,year,url
An Overview of the Topology ToolKit,"JL Levine, D Sakurai, M Soler, P Steneteg , J Tierny …",N/A,https://www.academia.edu/download/97045666/binMasood_topoInVis2019.pdf
[CITATION] [C] Critical Points of Uncertain Scalar Fields: With Applications to the North Atlantic Oscillation,D Vietinghoff,2024,
Singularity theory in the context of topological analysis for visualization,"D Sakurai - Deepening and Evolution of Applied Singularity …, 2025",2025,https://projecteuclid.org/ebook/download?urlId=10.2969/aspm/08910059&isFullBook=false
The Poset of Cancellations in a Filtered Complex,"H Edelsbrunner , M Lipiński , M Mrozek … - arXiv preprint arXiv …, 2023",2023,https://arxiv.org/abs/2311.14364
Topology-Driven Visual Analysis of Structures in Dynamic Spatial Data,F Rasheed,2026,https://books.google.com/books?hl=en&lr=&id=GQnLEQAAQBAJ&oi=fnd&pg=PR3&dq=%22merge+tree%22+barycenter&ots=OYY2HDcELm&sig=2aaL-KKXM7-CRVmYyU2NqpRsHYo
F-Hash: Feature-Based Hash Design for Time-Varying Volume Visualization via Multi-Resolution Tesseract Encoding,"J Sun , D Lenz , H Yu , T Peterka",2025,https://ieeexplore.ieee.org/abstract/document/11261881/
Explorative Analysis of Dynamic Force Networks in 2D Photoelastic Disks Ensembles,"F Rasheed , A Naseer , TB Masood … - … on Visualization and …, 2026",2026,https://ieeexplore.ieee.org/abstract/document/11373622/
Spatial pattern of the seismicity induced by geothermal operations at the Geysers (California) inferred by unsupervised machine learning,"M Palo , E Ogliari , M Sakwa",2024,https://ieeexplore.ieee.org/abstract/document/10418105/
On discrete Morse theory in persistent topology,J Brüggemann,2024,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_3596835
Level set restricted voronoi tessellation for large scale spatial statistical analysis,"T Neuroth , M Rieth , K Aditya , M Lee … - … on Visualization and …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9904439/
Hybridized probabilistic machine learning ranking system for lithological identification in geothermal resources,"P Ekeopara , J Odo , B Obah, V Nwankwo - SPE Nigeria Annual …, 2022",2022,https://onepetro.org/SPENAIC/proceedings-abstract/22NAIC/2-22NAIC/495059
Ensemble Analysis and Uncertainty Visualization With Graphical Descriptors: From Theory to Application,F Lan,2024,https://search.proquest.com/openview/0774d1ad65012214c48f7a596076b25a/1?pq-origsite=gscholar&cbl=18750&diss=y
Efficient Exploratory Searches With an Incremental R-Tree Under Oscillating Workloads,MU Kalay,2025,https://ieeexplore.ieee.org/abstract/document/11043150/
Survey of vector database management systems,"JJ Pan, J Wang , G Li",2023,https://arxiv.org/abs/2310.14021
GaussDB-Vector: A Large-Scale Persistent Real-Time Vector Database for LLM Applications,"J Sun , G Li , J Pan, J Wang, Y Xie, R Liu… - Proceedings of the …, 2025",2025,https://sunji.greatji.com/resource/p2114-li%20(1).pdf
A task-parallel approach for localized topological data structures,"G Liu , F Iuricich",2023,https://ieeexplore.ieee.org/abstract/document/10302662/
Merge trees and their variants for scientific visualization,L Yan,2022,https://search.proquest.com/openview/8ba18557e45adf3ffd2b9ea78525e288/1?pq-origsite=gscholar&cbl=18750&diss=y
Stratifying the space of barcodes using Coxeter complexes,"B Brück , A Garin - Journal of Applied and Computational Topology, 2023",2023,https://link.springer.com/article/10.1007/s41468-022-00104-7
Significance mode analysis (SigMA) for hierarchical structures-An application to the Sco-Cen OB association,"S Ratzenböck , JE Großschedl, T Möller , J Alves … - Astronomy & …, 2023",2023,https://www.aanda.org/articles/aa/abs/2023/09/aa43690-22/aa43690-22.html
The classification of optical galaxy morphology using unsupervised learning techniques,"E Fielding , CN Nyirenda … - … Conference on Electrical …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9872611/
Discrete morse sandwich: Fast computation of persistence diagrams for scalar data–an algorithm and a benchmark,"P Guillou, J Vidal, J Tierny",2023,https://ieeexplore.ieee.org/abstract/document/10021892/
Nyx-RT: Adaptive Ray Tracing in the Nyx Hydrodynamical Code,"NX Marshak, K Simotas , Z Lukić , H Park … - arXiv preprint arXiv …, 2025",2025,https://arxiv.org/abs/2512.12466
Package 'cba',"C Buchta, M Hahsler , MC Buchta - image, 2025",2025,ftp://r-project.org/pub/R/web/packages/cba/cba.pdf
TTK is getting MPI-ready,"E Le Guillou, M Will , P Guillou… - … on Visualization and …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10504649/
Distributed Topological Data Analysis,E Le Guillou,2025,https://theses.hal.science/tel-05354031/
[CITATION] [C] Evaluation of cluster algorithms for radar-based object recognition in autonomous and assisted driving,"DC Ramos, LR Ferreira, MMD Santos , ELS Teixeira … - Sensors, 2024",2024,
Cluster analysis of cancer patients' initial session patterns in a patient portal application,M Weiss,2024,https://aaltodoc.aalto.fi/items/16ef3e70-c607-466f-8d9d-07e06dc7be0b
Evaluation of cluster algorithms for radar-based object recognition in autonomous and assisted driving,"DC de Ramos, LR Ferreira, MMD Santos , ELS Teixeira … - Sensors, 2024",2024,https://www.mdpi.com/1424-8220/24/22/7219
Variations and Approximations of Interleaving Distances,R Cardona,2023,https://search.proquest.com/openview/ed3814062d6f86904fb8bad0465e2968/1?pq-origsite=gscholar&cbl=18750&diss=y
I/O Minimization for Machine Learning Systems,J Mohoney,2025,https://search.proquest.com/openview/94c96fbc23a67e6674f8698d2e5e406d/1?pq-origsite=gscholar&cbl=18750&diss=y
See through: Towards making complex data accessible,J Jankowai,2024,https://search.proquest.com/openview/13852e4119ca595030d0aca79ed1821c/1?pq-origsite=gscholar&cbl=2026366&diss=y
In situ feature analysis for large-scale multiphase flow simulations,"S Dutta , T Turton, D Rogers , JM Musser… - Journal of …, 2022",2022,https://www.sciencedirect.com/science/article/pii/S1877750322001533
GALE: Leveraging Heterogeneous Systems for Efficient Unstructured Mesh Data Analysis,"G Liu , T Randall , R Ge , F Iuricich",2025,https://ieeexplore.ieee.org/abstract/document/11278795/
Analyzing Time-Varying Scalar Fields using Piecewise-Linear Morse-Cerf Theory,"A Dhar, A Chakraborty … - 2025 IEEE Visualization …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298866/
Determining Exact Quantiles with Randomized Summaries,"Z Chen , H Guan, S Song , X Huang , C Wang… - Proceedings of the ACM …, 2024",2024,https://dl.acm.org/doi/abs/10.1145/3639280
Topological Data Analysis Driven Feature Generation in Machine Learning Models,D Barnes,2024,https://search.proquest.com/openview/e930747640755a5004fb47083697db34/1?pq-origsite=gscholar&cbl=18750&diss=y
Exploring the Invisible Finding Structure in Scientific Data,W Engelke,2022,https://search.proquest.com/openview/1b8944454a3270473c64eb0eeff0b9f8/1?pq-origsite=gscholar&cbl=2026366&diss=y
利用多階段階級式融合架構的影像分割技術,游承軒,2022,https://tdr.lib.ntu.edu.tw/handle/123456789/86515
Implementation of machine learning in DNA barcoding for determining the plant family taxonomy,"LS Riza , MI Zain , A Izzuddin , Y Prasetyo , T Hidayat … - Heliyon, 2023",2023,https://www.cell.com/heliyon/fulltext/S2405-8440(23)07369-3
A Practical Solver for Scalar Data Topological Simplification,"M Kissi, M Pont , JA Levine … - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10675436/
Machine Learning: Introduction and Features,"DT Joy, R Jose, C Jain, DT Joy… - Machine Learning for …, 2026",2026,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003508304-2/machine-learning-deborah-joy-raygun-jose-charu-jain-divia-joy-rashmi-gupta
A survey on efficient processing of similarity queries over neural embeddings,Y Wang,2022,https://arxiv.org/abs/2204.07922
Linguistic Diversity On Africa: Clustering Methods Application On Language Typology Data,I Markov,2023,https://uh-ir.tdl.org/items/2c10759d-5a2c-4074-b434-64dfe38ef8e8
Adaptation of baseline calculation in [18F] FDG functional PET accounting for different brain kinetics,S Tüchler,2025,https://repositum.tuwien.at/handle/20.500.12708/220541
AVS: A Computational and Hierarchical Storage System for Autonomous Vehicles,"Y Wang , Y He , W Shi",2025,https://arxiv.org/abs/2511.19453
VU Research Portal,PER Roos Hoefgeest,N/A,https://research.vu.nl/ws/portalfiles/portal/276250662/phdthesis-online%20-%20654ca3b1979cc.pdf
Promotion of Active Aging Through a Recommendation System Based on Multimedia Content,DMM Antão,2023,https://search.proquest.com/openview/ac13bdcd9beb2934e9914e28e8ba52e8/1?pq-origsite=gscholar&cbl=2026366&diss=y
Topology Aware Neural Interpolation of Scalar Fields,"M Kissi, K Sisouk, JA Levine … - 2025 IEEE Workshop on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298876/
Exploring dominant factors for ensuring the sustainability of utilizing artificial intelligence in healthcare decision making: An emerging country context,"SA Suha , TF Sanam",2023,https://www.sciencedirect.com/science/article/pii/S2667096823000174
Applications of persistent homology in nuclear collisions,"G Hamilton, T Dore, C Plumberg",2022,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.106.064912
Analyzing the mathe platform through clustering algorithms,"BF Azevedo , Y Amoura, AMAC Rocha … - … Science and Its …, 2022",2022,https://link.springer.com/chapter/10.1007/978-3-031-10562-3_15
Hardware/Software Co-Design for Data Intensive Applications,AK Prasad,2024,https://search.proquest.com/openview/6d1cf745f6efee0505eb4a38ac6ffd04/1?pq-origsite=gscholar&cbl=18750&diss=y
"CCF-GNN: A unified model aggregating appearance, microenvironment, and topology for pathology image classification","H Wang , G Huang, Z Zhao , L Cheng … - … on Medical Imaging, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10053994/
Topology-guided Learning: Accelerating Persistence for Applications,M Piekenbrock,2025,https://search.proquest.com/openview/6339d03a9392329658520f268804c257/1?pq-origsite=gscholar&cbl=18750&diss=y
"Higher-order, generically complete, continuous, and polynomial-time isometry invariants of periodic sets","DE Widdowson , VA Kurlin",2025,https://arxiv.org/abs/2509.15088
Integrated Omics-Based Discovery of Bioactive Halogenated Metabolites from the Deep-Sea Streptomyces sp. B188M101,"ET Oluwabusola , SA Jackson , C Brunati, S Gackstatter… - Marine Drugs, 2025",2025,https://www.mdpi.com/1660-3397/23/9/362
A sheaf-theoretic construction of shape space,"S Arya, J Curry , S Mukherjee",2025,https://link.springer.com/article/10.1007/s10208-024-09650-1
Using optimized gaussian mixture model rules and global tracking graph for feature extraction and tracking in time-varying data,"J Ma, J Chen, C Yang - The Visual Computer, 2023",2023,https://link.springer.com/article/10.1007/s00371-022-02451-z
A Dense Subset Index for Collective Query Coverage,"K Nair , P Chakraborty , AA Tambat, I Roy … - … Conference on Learning …",N/A,https://openreview.net/forum?id=cUdODCFjUM
Conformal Risk Control for Approximate Vector Search,F Zeiher,2024,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1947136
Clustering of radiotherapy patients based on the usage patterns in the Kaiku Health application and electronic patient-reported outcomes,J Savander,2023,https://aaltodoc.aalto.fi/items/7dcbb97d-ee69-419f-aa3a-4f2ecf43b467
Enhancing Data Retrieval Efficiency in Geospatial Surveys Using Indexing Techniques for Large-Scale JavaScript Object Notation Datasets,"J Duangkaew , B Srisungsittisunt … - The Journal of …, 2023",2023,https://ph01.tci-thaijo.org/index.php/jsid/article/view/253172
Metric Learning on Topological Descriptors,Y Qin,2025,https://search.proquest.com/openview/1bae4eb94534d7e44f3f6a444b9b10b7/1?pq-origsite=gscholar&cbl=18750&diss=y
The road less traveled: Congestion-aware noc placement and packet routing for fpgas,"SG Shahrouz , V Betz",2024,https://ieeexplore.ieee.org/abstract/document/10705597/
Efficient Measures for Processing and Exploring Large-Scale Data Domains,C Reinbold,2022,https://mediatum.ub.tum.de/1655492
Operating Systems are a Service,K Hancock,2025,https://uwspace.uwaterloo.ca/items/a2adcad0-629d-4753-84a4-ae4f8acf3d95
Extending the land use sector representation in open source bottom-up energy system optimization models: The TEMOA-Pantelleria case study,L Rajteri,2023,https://webthesis.biblio.polito.it/29221/
A Visual Comparative Study on Multivariate Data Analysis,Y Dong,2023,https://search.proquest.com/openview/d5be949acd237d48eff6f2ce08810b05/1?pq-origsite=gscholar&cbl=2026366&diss=y
Towards Sustainable Non-Volatile Memory: Machine Learning and Memory-Aware Data Structures for Energy Efficiency and Longevity,S Kargar,2024,https://search.proquest.com/openview/755e6f670cf729311a0b1c296d14ea15/1?pq-origsite=gscholar&cbl=18750&diss=y
Compositionality and functorial invariants in machine learning,D Shiebler,2023,https://ora.ox.ac.uk/objects/uuid:ec72e338-d95e-4bd6-9412-7ac76b7ddc15
Move schedules: fast persistence computations in coarse dynamic settings,"M Piekenbrock , JA Perea",2024,https://link.springer.com/article/10.1007/s41468-023-00156-3
Combined supervised and unsupervised learning to identify subclasses of disease for better prediction,A Alsaid Alyousef,2022,https://bura.brunel.ac.uk/handle/2438/25943
Continuous scatterplot and image moments for time-varying bivariate field analysis of electronic structure evolution,"M Sharma , TB Masood , NH List , I Hotz … - IEEE transactions on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10892025/
Developing Practical Tools and Algorithms for Biomedical Image Compression and Analysis,B Duan,2024,https://search.proquest.com/openview/d0591dc834a0e8bf2f9a541d10fe13d4/1?pq-origsite=gscholar&cbl=18750&diss=y
Integrated framework for intelligent healthcare decision support system with sustainability assessment,S Sayma Alam,2022,http://lib.buet.ac.bd:8080/xmlui/handle/123456789/6658
