title,authors,year,url,bucket
Wind field reconstruction with adaptive random Fourier features,"J Kiessling, E Ström … - Proceedings of the …, 2021",2021,https://royalsocietypublishing.org/rspa/article/477/2255/20210236/82429,A
F2F-NN: A field-to-field wind speed retrieval method of microwave radiometer data based on deep learning,"X Shi, B Duan, K Ren - Remote Sensing, 2022",2022,https://www.mdpi.com/2072-4292/14/15/3517,A
A novel approach for sea surface wind field reconstruction using sparse scatterometer data based on physics‐informed neutral network,"R Bo, H Du, Z Zhou, P Yang, X Zhao… - Journal of …, 2025",2025,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2025JD043772,A
A hybrid deep learning framework for unsteady periodic flow field reconstruction based on frequency and residual learning,"X Peng, X Li, X Chen, X Chen, W Yao - Aerospace Science and …, 2023",2023,https://www.sciencedirect.com/science/article/pii/S1270963823004364,A
An integrated deep neural network framework for predicting the wake flow in the wind field,"S Sun , S Cui, T He, Q Yao",2024,https://www.sciencedirect.com/science/article/pii/S0360544224001713,A
Reconstruction of downburst wind fields using physics-informed neural network,"B Yao, Z Wang, Z Fang, Z Li - Journal of Wind Engineering and Industrial …, 2024",2024,https://www.sciencedirect.com/science/article/pii/S0167610524002988,A
A deep learning method for real-time bias correction of wind field forecasts in the Western North Pacific,"W Zhang , Y Jiang, J Dong , X Song, R Pang… - Atmospheric …, 2023",2023,https://www.sciencedirect.com/science/article/pii/S0169809522005725,A
Innovative sparse data reconstruction approaches for yawed wind turbine wake flow via data-driven and physics-informed machine learning,"Z Luo , L Wang , Y Fu , J Yuan, J Xu, AC Tan - Physics of Fluids, 2025",2025,https://pubs.aip.org/aip/pof/article/37/3/035158/3339562,A
Wind Field Reconstruction Method Using Incomplete Wind Data Based on Vision Mamba Decoder Network,"M Chen, H Wang, W Chen, S Ren - Aerospace, 2024",2024,https://www.mdpi.com/2226-4310/11/10/791,A
Energy-based wind field reconstruction and extrema estimation for downburst events,"Q Lin, Y Wang, K Cai , M Huang , C Li - Physics of Fluids, 2025",2025,https://pubs.aip.org/aip/pof/article/37/11/115139/3372310,A
Augmented four‐dimensional mesosphere and lower thermosphere wind field reconstruction via the physics‐informed machine learning approach HYPER,"JM Urco , F Feraco , JL Chau … - … : Machine Learning and …, 2024",2024,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2024JH000162,A
Wind field reconstruction using inverse process with optimal sensor placement,"S Sun , S Liu, J Liu, HI Schlaberg - IEEE Transactions on …, 2018",2018,https://ieeexplore.ieee.org/abstract/document/8435944/,A
GANs enabled super-resolution reconstruction of wind field,"DT Tran, H Robinson , A Rasheed , O San … - Journal of Physics …, 2020",2020,https://iopscience.iop.org/article/10.1088/1742-6596/1669/1/012029/meta,A
Machine - learning -based tropical cyclone wind field model incorporating multiple meteorological parameters,"M Wei, G Fang , N Nikitas , Y Ge",2024,https://www.sciencedirect.com/science/article/pii/S016761052400299X,A
A Multi-Scale Fusion Deep Learning Approach for Wind Field Retrieval Based on Geostationary Satellite Imagery,"W Zhang , Y Wu, K Fan, X Song, R Pang, B Guoan - Remote Sensing, 2025",2025,https://www.mdpi.com/2072-4292/17/4/610,A
CycloneWind: A Dynamics-Constrained Deep Learning Model for Tropical Cyclone Wind Field Downscaling Using Satellite Observations,"Y Hu, K Deng, Q Su, D Zhang, X Shi, K Ren - Remote Sensing, 2025",2025,https://www.mdpi.com/2072-4292/17/18/3134,A
Wind profile reconstruction based on convolutional neural network for incoherent Doppler wind LiDAR,"J Li, C Chen, Y Han, T Chen, X Xue , H Liu, S Zhang… - Remote Sensing, 2024",2024,https://www.mdpi.com/2072-4292/16/8/1473,A
A rapid indoor 3D wind field prediction model based on conditional generative adversarial networks,"Y Wu, X Li, X Zheng , C Lei, Y Yuan, Z Han … - Journal of Building …, 2025",2025,https://www.sciencedirect.com/science/article/pii/S2352710224033242,A
Tropical cyclone wind field reconstruction for hazard estimation via Bayesian hierarchical modeling with neural network,"C Yang, J Xu - Earth and Space Science, 2024",2024,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2024EA003678,A
Rooftop wind field reconstruction using sparse sensors: From deterministic to generative learning methods,"Y Zhou , C Lin , H Kikumoto , R Ooka , S Cheng",2026,https://www.sciencedirect.com/science/article/pii/S0360132326002866,A
Sparse data wind field wake reconstruction based on parametric adaptive physics-informed neural networks,"Y Jin, S Ye, J Cui",2026,https://pubs.aip.org/aip/pof/article/38/1/015110/3377036,A
A pattern-constrained deep learning model for urban canopy turbulence reconstruction from sparse sensor data,"Y Cao , P Xie, G Huang, W Wang , WL Chen , G Hu … - Building and …, 2025",2025,https://www.sciencedirect.com/science/article/pii/S036013232501008X,A
Three-dimensional wind field reconstruction using tucker decomposition with optimal sensor placement,"G Zhang, X Zheng, S Liu, M Chen - Energy, 2022",2022,https://www.sciencedirect.com/science/article/pii/S0360544222019934,A
ResNet Deep Learning ‐Based Inversion Method for Sea Surface Wind Field,"Z Li, J Guo, B Zhang - Journal of Sensors, 2024",2024,https://onlinelibrary.wiley.com/doi/abs/10.1155/2024/5515290,A
Neural Network -Based Wind Field Reconstruction Method with Limited Measurement Points for Urban Blocks,"R Wang, Y Liu, C Li, H Gao, G Wang - Available at SSRN 4792552",N/A,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4792552,A
A Transfer Learning -Augmented Physics-Informed Neural Network With Spatiotemporal Adaptation for Efficient Wind Field Reconstruction,"Y Zhao, X Jiang, K Zhang , Y Pan … - 2025 IEEE International …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11161032/,A
A framework for wind field forecasting from sparse observations via integrated tensor completion and prediction,"G Si , M Xie , F Zhang, T Xia , L Xi - Expert Systems with Applications, 2026",2026,https://www.sciencedirect.com/science/article/pii/S0957417426003143,A
Field reconstruction and off-design performance prediction of turbomachinery in energy systems based on deep learning techniques,"Y Wang, Q Du, Y Li, D Zhang, Y Xie - Energy, 2022",2022,https://www.sciencedirect.com/science/article/pii/S0360544221020739,A
Automated simulation framework for urban wind environments based on aerial point clouds and deep learning,"C Sun , F Zhang, P Zhao , X Zhao, Y Huang , X Lu",2021,https://www.mdpi.com/2072-4292/13/12/2383,A
Deep learning approaches for high-resolution wind data enhancement around a nuclear power plant,"D Lee, J Park, ES Kim",2026,https://www.sciencedirect.com/science/article/pii/S1738573326000744,A
High-fidelity reconstruction of wind pressure fields on connected super-high-rise structures using machine learning,"S Peng, R Feng, S Huang, L Cui… - Advances in Structural …, 2025",2025,https://journals.sagepub.com/doi/abs/10.1177/13694332261441086,A
Reconstruction of unsteady wind field based on CFD and reduced-order model,"G Zhang, S Liu - Mathematics, 2023",2023,https://www.mdpi.com/2227-7390/11/10/2223,A
Recovery of long-term missing wind velocity data for structural health monitoring based on deep learning and meteorological databases,"JX Huang, QS Li , XL Han, JY He",2025,https://ascelibrary.org/doi/abs/10.1061/JSENDH.STENG-14219,A
SiGAN: A 3D sensor importance deep generative model for urban wind flow field monitoring,"H Gao , G Hu , D Zhang , W Jiang , KT Tse … - Building and …, 2024",2024,https://www.sciencedirect.com/science/article/pii/S0360132324006292,A
Urban wind field prediction based on sparse sensors and physics‐informed graph‐assisted auto‐encoder,"H Gao , G Hu , D Zhang , W Jiang , KT Tse … - … ‐Aided Civil and …, 2024",2024,https://onlinelibrary.wiley.com/doi/abs/10.1111/mice.13147,A
Improving cyclone wind fields using deep convolutional neural networks and their application in extreme events,"SS Kolukula , PLN Murty",2022,https://www.sciencedirect.com/science/article/pii/S0079661122000258,A
ST-SwinUNet: Real-time image-to-image reconstruction and multi-step forecasting of multi-height urban wind fields,"H Du, YQ Ni , Z Chen , YJ Zeng, XY Chen - Available at SSRN 6073693",N/A,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=6073693,A
Refined study of super-resolution reconstruction of near-wall turbulence field based on CNN and GAN deep learning model,"W Haokai, C Yaoran, Z Dai, C Wenli… - Chinese Journal of …, 2024",2024,https://lxxb.cstam.org.cn/en/article/id/b579568c-bc89-4485-b8bc-91bd8b4a15e5,A
An image-to-image adversarial network to generate high resolution wind data over complex terrains from weather predictions,"J Milla-Val, C Montanes, N Fueyo",2025,https://www.sciencedirect.com/science/article/pii/S0952197624016919,A
A Mamba-Based Hierarchical Partitioning Framework for Upper-Level Wind Field Reconstruction,"W Chen, Y Zhang, R Liu, S Sun, Q Feng - Aerospace, 2025",2025,https://www.mdpi.com/2226-4310/12/9/842,A
Reconstruction of dynamic wind turbine wake flow fields from virtual Lidar measurements via physics-informed neural networks,"J Zhang , X Zhao - Journal of Physics: Conference Series, 2024",2024,https://iopscience.iop.org/article/10.1088/1742-6596/2767/9/092017/meta,A
A comparative study of convolutional neural network models for wind field downscaling,"K Höhlein , M Kern , T Hewson… - Meteorological …, 2020",2020,https://rmets.onlinelibrary.wiley.com/doi/abs/10.1002/met.1961,A
UAV States Estimation and Wind Field Reconstruction,NM Nayeem,2025,https://search.proquest.com/openview/3e01043ab4219d1509d85c4ce6ff6569/1?pq-origsite=gscholar&cbl=18750&diss=y,A
A generative super‐resolution model for enhancing tropical cyclone wind field intensity and resolution,"JW Lockwood , A Gori , P Gentine",2024,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2024JH000375,A
Research on the Application of Deep Learning Technology in urban wind field prediction,"C Ma - Journal of Computer, Signal, and System Research, 2026",2026,http://www.gbspress.com/index.php/JCSSR/article/view/630,A
Transfer learning -based generative adversarial network model for tropical cyclone wind speed reconstruction from SAR images,"X Li, X Han , J Yang, J Wang… - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10504291/,A
Fast prediction and optimization of building wind environment using CFD and deep learning method,"Y You, F Yu, N Mao",2024,https://www.mdpi.com/2076-3417/14/10/4087,A
Wind Field Reconstruction and Uncertainty Quantification at Wildland Fires Based on Sparse UAV-based Wind Measurements,"MT Sadrabadi , MS Innocente",N/A,https://engrxiv.org/preprint/view/4479,A
A principle-constrained wind field image generation framework for short-term wind power forecasting,"J Liu , H Zang, T Ding , L Cheng, Z Wei … - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10648709/,A
"Towards high-fidelity urban wind profiles for the built environment: A neural field to fuse multi-source observational data in Guangzhou, China","T Gu, Y Liang, Y Yan, W Jiang , H Yue, G Hu … - Building and …, 2025",2025,https://www.sciencedirect.com/science/article/pii/S0360132325014799,A
Deep learning based missing data recovery of non-stationary wind velocity,"Q Lin, X Bao, C Li - Journal of Wind Engineering and Industrial …, 2022",2022,https://www.sciencedirect.com/science/article/pii/S0167610522000678,A
Tropical cyclone multi‐level wind‐speed structure reconstruction from sparse dropsonde data via adversarial learning,"X Han , X Li, J Yang, J Wang, G Han… - Geophysical …, 2025",2025,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2024GL110661,A
Physics informed neural networks for wind field modeling in wind farms,"P Cobelli, K Shukla , S Nesmachnow… - Journal of Physics …, 2023",2023,https://iopscience.iop.org/article/10.1088/1742-6596/2505/1/012051/meta,A
A wind field reconstruction from numerical weather prediction data based on a meteo particle model,E Bucchignani,2024,https://www.mdpi.com/2674-0494/3/1/3,A
An optimized sensing arrangement in wind field reconstruction using CFD and POD,"S Sun , S Liu, M Chen, H Guo - IEEE Transactions on …, 2019",2019,https://ieeexplore.ieee.org/abstract/document/8938779/,A
… flow fields around common high-rise buildings under various wind directions using a Fourier skip connection residual U-shaped convolutional neural network,"Y Li, PK Yin, FB Chen, DF Liang",2025,https://pubs.aip.org/aip/pof/article/37/12/125155/3374930,A
Long-term missing wind data recovery using free access databases and deep learning for bridge health monitoring,"Z Wang , A Li , W Zhang , Y Zhang - Journal of Wind Engineering and …, 2022",2022,https://www.sciencedirect.com/science/article/pii/S0167610522002975,A
Indoor airflow field reconstruction using physics-informed neural network,"C Wei , R Ooka",2023,https://www.sciencedirect.com/science/article/pii/S0360132323005905,A
Research progress and considerations on short-term prediction of extreme wind fields based on machine learning,"TAO Tianyou, D Peng, W Hao… - Acta Aerodynamica …, 2025",2025,https://kqdlxxb.xml-journal.net/en/article/doi/10.7638/kqdlxxb-2025.0041,A
Super-resolution reconstruction of simulated stochastic wind fields using ensemble conditional diffusion model,"Z Xu, H Wang, K Zhao, R Zhou , Y Lin - Journal of Wind Engineering and …, 2025",2025,https://www.sciencedirect.com/science/article/pii/S0167610525002454,A
AI-Driven Field Reconstruction of Structural Responses: A Systematic Review,"J Fan, H Zhao, C Wang - Civil Engineering Sciences",N/A,https://spj.science.org/doi/abs/10.34133/cesci.0019,A
Machine learning for bridge wind engineering,"Z Zhang, S Li , H Feng, X Zhou, N Xu, H Li… - Advances in Wind …, 2024",2024,https://www.sciencedirect.com/science/article/pii/S2950601824000022,A
Optimizing wind field retrieval using CNN: a study on continuous scale selection with scatterometer data,"X Liu, S Cui, Z Qiao, H Xu, Z Zhang… - Second International …, 2025",2025,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13656/136561E/Optimizing-wind-field-retrieval-using-CNN--a-study-on/10.1117/12.3068299.short,A
Super-resolution wind mapping with deep learning for scalable renewable energy planning,"JW Ding , IYL Hsieh",2025,https://www.nature.com/articles/s43247-025-03072-9,A
Downscaling wind fields using deep learning,GB Helgason,2022,https://orbit.dtu.dk/files/337856561/Thesis_GBH_DTU_Final.pdf,A
A deep learning method for bias correction of wind field in the South China Sea,"C Pang, T Song, H Sun, X Li, D Xu - Frontiers in Marine Science, 2025",2025,https://www.frontiersin.org/journals/marine-science/articles/10.3389/fmars.2024.1429057/full,A
Hybrid AI-reduced-order model for real-time wind flow prediction around offshore wind farms,"G Veiga-Piñeiro, P Domínguez-Estévez, E Aldao … - European Journal of …, 2026",2026,https://www.sciencedirect.com/science/article/pii/S0997754626000385,A
Study on wind simulations using deep learning techniques during typhoons: a case study of Northern Taiwan,"CC Wei - Atmosphere, 2019",2019,https://www.mdpi.com/2073-4433/10/11/684,A
Wind direction retrieval from CYGNSS L1 level sea surface data based on machine learning,"Y Zhang, X Chen, W Meng, S Yang… - … on Geoscience and …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9945974/,A
Application of convolutional neural network for efficient turbulence modeling in urban wind field simulation,"R Zhao , S Zhong , R You",2024,https://pubs.aip.org/aip/pof/article/36/10/105169/3317263,A
Wind field reconstruction for the dispersion modeling of accidental chemical spills on complex geometry,"B Wang , F Qian, W Zhong - Chinese Journal of Chemical Engineering, 2019",2019,https://www.sciencedirect.com/science/article/pii/S1004954118316823,A
Accelerating urban street canyon wind flow predictions with deep learning method,"WC Cheng , TM Fu",2025,https://link.springer.com/article/10.1007/s12273-025-1243-9,A
Drone photogrammetry-based wind field simulation for climate adaptation in urban environments,"D Gu , N Zhang, Q Shuai, Z Xu , Y Xu",2024,https://www.sciencedirect.com/science/article/pii/S2210670724008138,A
From sparse sensing to physics-consistent reconstruction of unsteady wind turbine wakes towards control-oriented modeling,"Z Luo , L Wang , B Zhang, J Yuan, AC Tan - Energy Conversion and …, 2026",2026,https://www.sciencedirect.com/science/article/pii/S0196890425013962,A
Digital twin of wind farms via physics-informed deep learning,"J Zhang , X Zhao - Energy Conversion and Management, 2023",2023,https://www.sciencedirect.com/science/article/pii/S0196890423008531,A
Real-time 3D wind field prediction onboard UAVs for safe flight in complex terrain,"P Oettershagen, B Müller, F Achermann … - 2019 IEEE Aerospace …, 2019",2019,https://ieeexplore.ieee.org/abstract/document/8742160/,A
Numerical simulation and experimental verification of wind field reconstruction based on pca and qr pivoting,"S Liu, G Zhang - Applied Sciences, 2023",2023,https://www.mdpi.com/2076-3417/13/5/2927,A
A low-computational physics-guided deep learning model for wind farm flow control under time-varying wind conditions,"S He, H Wang, J Yan, C Tao, Y Liu, S Han - Energy, 2025",2025,https://www.sciencedirect.com/science/article/pii/S0360544225026908,A
Prediction of Inflow Wind Field for Large-scale Wind Turbines Based on Multimodal Hybrid Deep Learning,"J Wang, Y Hu, Z Song, F Fang… - Journal of System …, 2026",2026,https://www.china-simulation.com/EN/10.16182/j.issn1004731x.joss.25-0707,A
Gap-free GNSS-R wind field reconstruction : A neural mapping scheme and initial validation,"H Du , R Fablet , TTN Nguyen , W Li , E Cardellach … - Remote Sensing of …, 2026",2026,https://www.sciencedirect.com/science/article/pii/S0034425725006224,A
Physics Informed Reconstruction of Four-Dimensional Atmospheric Wind Fields Using Multi-UAS Swarm Observations in a Synthetic Turbulent Environment,"A Tasim , W Sun - arXiv preprint arXiv:2601.22111, 2026",2026,https://arxiv.org/abs/2601.22111,A
Dual-level contextual attention generative adversarial network for reconstructing SAR wind speeds in tropical cyclones,"X Han , X Li, J Yang, J Wang, G Zheng, L Ren, P Chen … - Remote Sensing, 2023",2023,https://www.mdpi.com/2072-4292/15/9/2454,A
Three-dimensional wind velocity reconstruction based on tensor decomposition and CFD data with experimental verification,"G Zhang, X Zheng, S Liu, M Chen, C Wang… - Energy Conversion and …, 2022",2022,https://www.sciencedirect.com/science/article/pii/S0196890422001182,A
Global cyclone and anticyclone detection model based on remotely sensed wind field and deep learning,"M Xie, Y Li, K Cao - Remote Sensing, 2020",2020,https://www.mdpi.com/2072-4292/12/19/3111,A
Wind-induced fragility analysis of a transmission tower based on multi-source monitoring data and deep learning methods,"WS Zhang, X Fu, HN Li , DJ Zhu - Journal of Wind Engineering and …, 2024",2024,https://www.sciencedirect.com/science/article/pii/S0167610524001971,A
CNN-based typhoon structural parameter prediction and 3D wind field modeling for offshore applications,"Z Hu, N Zhou, P Chen , L Liu, Z Cheng - Ocean Engineering, 2026",2026,https://www.sciencedirect.com/science/article/pii/S0029801825036388,A
A novel frequency-domain physics-informed neural network for accurate prediction of 3D spatio-temporal wind fields in wind turbine applications,"S Li , X Li, Y Jiang, Q Yang , M Lin, L Peng, J Yu",2025,https://www.sciencedirect.com/science/article/pii/S0306261925002569,A
Flow field reconstruction for Bolund Island based on CNN,"LI Yifeng, XUE Ming, WU Dingcong… - Acta …, 2023",2023,http://kqdlxxb.xml-journal.net/en/article/doi/10.7638/kqdlxxb-2023.0012,A
Volumetric cloud field reconstruction,"J Lin , M Farinha , E Gryspeerdt , R Clark",2023,https://arxiv.org/abs/2311.17657,A
A global ERA5-based tropical cyclone wind field dataset enhanced by integrated parametric correction methods,"G Liu, S Jiang , M Zheng, S Lin, Y Kong, P Zhan",2025,https://www.nature.com/articles/s41597-025-05789-w,A
Knowledge-enhanced deep learning for simulation of tropical cyclone boundary-layer winds,"R Snaiki , T Wu",2019,https://www.sciencedirect.com/science/article/pii/S0167610519305835,A
Enhanced wind field spatial downscaling method using UNET architecture and dual cross-attention mechanism,"J Liu, C Shi, L Ge, R Tie , X Chen, T Zhou, X Gu… - Remote Sensing, 2024",2024,https://www.mdpi.com/2072-4292/16/11/1867,A
GAN-based prediction of mean wind pressure fields among arbitrarily arranged building groups under aerodynamic interference effects,"X Pan , X Fan, L Shen, X Lei, R Xu, X Zhou - Engineering Structures, 2026",2026,https://www.sciencedirect.com/science/article/pii/S0141029625023533,A
A novel framework for temporal super-resolution of wind in urban energy applications,"L Tang , C Li , Z Zhao, L Chen, M Zhang - Renewable Energy, 2025",2025,https://www.sciencedirect.com/science/article/pii/S0960148125020002,A
A machine learning -based method for wind fields forecasting utilizing GNSS radio occultation data,"X Chu, W Bai, Y Sun, W Li, C Liu, H Song",2022,https://ieeexplore.ieee.org/abstract/document/9736142/,A
Towards machine learning applications for structural load and power assessment of wind turbine: An engineering perspective,"Q Wang , J Hu, S Yang , Z Dong, X Deng , Y Xu - Energy Conversion and …, 2025",2025,https://www.sciencedirect.com/science/article/pii/S0196890424012160,A
Machine learning techniques for predicting typhoon‐induced storm surge using a hybrid wind field,"C Su, B Sahoo , M Mao , M Xia",2025,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2024JH000507,A
Wind-driven nearshore wave downscaling based on a coupled deep learning model,"M Yu, Z Wang, H Ge, D Song - Ocean Engineering, 2025",2025,https://www.sciencedirect.com/science/article/pii/S0029801825018359,A
Pyramidal deep - learning network for dense velocity field reconstruction in particle image velocimetry,"W Zhang, X Nie, X Dong, Z Sun",2023,https://link.springer.com/article/10.1007/s00348-022-03540-4,A
A Hybrid Physics-Informed Graph Neural Network for Tornado Wind - Field Modeling,"R Snaiki , SF Mirfakhar",2026,https://www.sciencedirect.com/science/article/pii/S2950601826000035,A
Reconstruction of 3D flow field around a building model in wind tunnel: a novel physics-informed neural network framework adopting dynamic prioritization self …,"EZ Rui , ZW Chen , YQ Ni , L Yuan … - … of Computational Fluid …, 2023",2023,https://www.tandfonline.com/doi/abs/10.1080/19942060.2023.2238849,A
A physics-informed deep learning model to reconstruct turbulent wake from random sparse data,"P Xie, R Li, Y Chen , B Song , WL Chen , D Zhou… - Physics of …, 2024",2024,https://pubs.aip.org/aip/pof/article/36/6/065145/3298525,A
PE-WFormer: Physical enhanced sparse data-driven wind field reconstruction for bluff body,"L Zhou, Y Xia",2026,https://www.researchsquare.com/article/rs-8763040/latest,A
A deep - learning reconstruction of tropical cyclone size metrics 1981–2017: Examining trends,"JY Zhuo , ZM Tan",2023,https://journals.ametsoc.org/view/journals/clim/36/15/JCLI-D-22-0714.1.xml,A
Optical Flow-based temporal displacement correction for Time-Consistent Multi-Satellite wind field reconstruction,"S Lv, X Yin, Y Li, Q Xu , Z Wang, X Jiang… - International Journal of …, 2026",2026,https://www.sciencedirect.com/science/article/pii/S1569843226000646,A
Advancing ionospheric irregularity reconstruction with ICON/MIGHTI wind‐driven insights,"P Tian , B Yu , X Xue , Y Yamazaki… - Geophysical …, 2025",2025,https://agupubs.onlinelibrary.wiley.com/doi/abs/10.1029/2025GL115666,A
Time-frequency simulation model of downburst wind and its effects on wind turbine responses,"Q Lin, Y Wang, M Huang , K Cai",2026,https://www.sciencedirect.com/science/article/pii/S0141029626003111,A
Rapid pedestrian‐level wind field prediction for early‐stage design using Pareto‐optimized convolutional neural networks,"AV Clemente , KET Giljarhus … - Computer‐Aided Civil …, 2024",2024,https://onlinelibrary.wiley.com/doi/abs/10.1111/mice.13221,A
Wind speed prediction in China with fully-convolutional deep neural network,"Z Zhang , L Lin, S Gao, J Wang, H Zhao",2024,https://www.sciencedirect.com/science/article/pii/S1364032124003496,A
Hierarchical dynamic wake modeling of wind turbine based on physics-informed generative deep learning,"Q Wang , Z Ti, S Yang , K Yang , J Wang , X Deng",2025,https://www.sciencedirect.com/science/article/pii/S0306261924021950,A
Active simulation of transient wind field in a multiple-fan wind tunnel via deep reinforcement learning,"S Li , R Snaiki , T Wu",2021,https://ascelibrary.org/doi/abs/10.1061/(ASCE)EM.1943-7889.0001967,A
Buffeting analysis of a suspension bridge under construction based on adjacent wind field data,"C Liu , Y Gong , Z Jiang , K Guo - Engineering Structures, 2022",2022,https://www.sciencedirect.com/science/article/pii/S0141029621015935,A
Forecasting PM2. 5 using hybrid graph convolution-based model considering dynamic wind - field to offer the benefit of spatial interpretability,"H Zhou, F Zhang , Z Du, R Liu - Environmental Pollution, 2021",2021,https://www.sciencedirect.com/science/article/pii/S0269749121000518,A
A deep learning –based approach for empirical modeling of single-point wave spectra in open oceans,"Y Song, H Jiang",2023,https://journals.ametsoc.org/view/journals/phoc/53/9/JPO-D-22-0198.1.xml,A
Hybrid CFD- Deep Learning Approach for Urban Wind Flow Predictions and Risk-Aware UAV Path Planning,"G Veiga-Piñeiro, E Aldao-Pensado , E Martín-Ortega",2025,https://www.mdpi.com/2504-446X/9/11/791,A
Skillful bias correction of offshore near-surface wind field forecasting based on a multi-task machine learning model,"Q Liu, A Guo, F Qiao, X Ma, YA Liu, Y Huang… - … and Oceanic Science …, 2025",2025,https://www.sciencedirect.com/science/article/pii/S1674283425000029,A
