title,authors,year,url
Topological shape matching using multi-dimensional reeb graphs,"Y Ramamurthi, A Chattopadhyay - Proceedings of the Thirteenth Indian …, 2022",2022,https://dl.acm.org/doi/abs/10.1145/3571600.3571606
"Distributed augmentation, hypersweeps, and branch decomposition of contour trees for scientific exploration","M Li , H Carr , O Rübel , B Wang … - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10673997/
"Multilevel robustness for 2D vector field feature tracking, selection and comparison","L Yan , PA Ullrich , LP Van Roekel … - Computer Graphics …, 2023",2023,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.14799
Analyzing Multifaceted Scientific Data with Topological Analytics (Final Technical Report),JA Levine,2025,https://www.osti.gov/biblio/2572341
Comparing morse complexes using optimal transport: An experimental study,"M Li , C Storm, AY Li, T Needham … - 2023 IEEE Visualization …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10360892/
[CITATION] [C] Tangible Scalar Fields,AH Syvertsen,2022,
Structural Uncertainty Visualization of Morse Complexes for Time-Varying Data Prediction,"W Lyu, S Gupta , C Chen, B Wang - 2025 IEEE Workshop on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298783/
Topological Distances Between Directional Transform Representations of Graphs,EX Wang,2025,https://search.proquest.com/openview/5c6db71b90f24ad7a718b5883f74bc6f/1?pq-origsite=gscholar&cbl=18750&diss=y
[CITATION] [C] Topological Data Analysis and Applications,"U Bauer , V Natarajan , B Wang",N/A,
Methods for Multiclass Geospatial Data Visualization,R Zhang,2022,https://search.proquest.com/openview/f69b8f4fe90cc84693fd70e9d0b38863/1?pq-origsite=gscholar&cbl=18750&diss=y
Persistence optimization for data visualization,MA Kissi,2025,https://theses.hal.science/tel-05374398/
Landscaper: Understanding Loss Landscapes Through Multi-Dimensional Topological Analysis,"J Chen , N Hadler , T Xie , R Hnatyshyn … - arXiv preprint arXiv …, 2026",2026,https://arxiv.org/abs/2602.07135
TopoPilot: Reliable Conversational Workflow Automation for Topological Data Analysis and Visualization,"N Gorski , S Liu , B Wang - arXiv preprint arXiv:2603.25063, 2026",2026,https://arxiv.org/abs/2603.25063
Coda: Interactive segmentation and morphological analysis of dendroid structures exemplified on stony cold-water corals,"K Schmitt, J Titschack , D Baum",2026,https://ieeexplore.ieee.org/abstract/document/11370990/
Topological Data Analysis and Applications (Dagstuhl Seminar 23192),"U Bauer, V Natarajan , B Wang",2023,https://drops.dagstuhl.de/entities/document/10.4230/DagRep.13.5.71
A Novel Tree Visualization to Guide Interactive Exploration of Multi-dimensional Topological Hierarchies,"Y Livnat , D Maljovec, A Gyulassy , DB Mouginot… - arXiv preprint arXiv …, 2022",2022,https://arxiv.org/abs/2208.06952
Computing p -Presentation Distances is Hard,"HB Bjerkevik , MB Botnan",2025,https://link.springer.com/article/10.1007/s00454-025-00744-3
Glyph‐Based Multi‐Scale Visualization of Spatial Turbulent Multi‐Physics Statistics,"A Cowe, T Neuroth , Q Wu , M Rieth … - Computer Graphics …, 2026",2026,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.70399
Applied and Combinatorial Topology,"P Dłotko , D Feichtner-Kozlov , A Stefanou , Y Wang…",N/A,https://www.dagstuhl.de/24092/schedule.pdf
Glyph-Based Multiscale Visualization of Turbulent Multi-Physics Statistics,"A Cowe, T Neuroth , Q Wu , M Rieth , J Chen … - arXiv preprint arXiv …, 2025",2025,https://arxiv.org/abs/2506.23092
FPT-algorithms for computing Gromov-Hausdorff and interleaving distances between trees,"EF Touli , Y Wang",2022,https://jocg.org/index.php/jocg/article/view/3773
Persistent Cycle Representatives and Generalized Landscapes for Codimension 1 Persistent Homology,"F Lenzen, L Renkin",2025,https://arxiv.org/abs/2512.09668
Automatic scatterplot design optimization for clustering identification,"GJ Quadri , JA Nieves, BM Wiernik … - IEEE Transactions on …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9826389/
Towards an Optimal Bound for the Interleaving Distance on Mapper Graphs,"EW Chambers , I Ghosh , E Munch , S Percival… - arXiv preprint arXiv …, 2025",2025,https://arxiv.org/abs/2504.03865
From Words to Wood: Text‐to‐Procedurally Generated Wood Materials,"M Hafidi, A Wilkie",2025,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.70066
Persistent Homology and Classification of Neuronal Morphologies,M Daniele,2024,https://sites.psu.edu/skalisnik/files/2025/07/Daniele_Bsc.pdf
Hyperbolic regularization-PointNet++: Automated three-dimensional soil particle roundness classification,"J Xi, J Zheng , L Gao, D Wang, J Jiang , S Li, J Song - Powder Technology, 2024",2024,https://www.sciencedirect.com/science/article/pii/S0032591023011099
Applied and Combinatorial Topology (Dagstuhl Seminar 24092),"P Dłotko , D Feichtner-Kozlov , A Stefanou … - Dagstuhl …, 2024",2024,https://drops.dagstuhl.de/entities/document/10.4230/DagRep.14.2.206
ReCSA: A dedicated sort accelerator using ReRAM-based content addressable memory,"H Li , H Jin , L Zheng, Y Huang , X Liao - Frontiers of Computer Science, 2023",2023,https://link.springer.com/article/10.1007/s11704-022-1322-3
Scalable Visualization Techniques for Large Scientific Data,X Huang,2025,https://search.proquest.com/openview/5b6ff41c32c0edcce198c811a8dc7c94/1?pq-origsite=gscholar&cbl=18750&diss=y
Topological Hierarchical Decompositions,"IS Joyce, G Erdmann, KP Gardner, R Kramer… - arXiv preprint arXiv …, 2023",2023,https://arxiv.org/abs/2312.10239
A Dual-Layer End-to-End Cost Estimation Model for LSM-Tree-Based Database Systems,"Y Jing, S Wang, Z He, K Zhang… - IEEE Transactions on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11291109/
Precision Statistics for Biased Tracers of Large-Scale Structure,P Espenshade,2024,https://www.zora.uzh.ch/server/api/core/bitstreams/3d5ddac2-eae4-473b-a786-fd80de2e7957/content
Bounding the interleaving distance for mapper graphs with a loss function: EW Chambers et al.,"EW Chambers , E Munch , S Percival… - Journal of Applied and …, 2025",2025,https://link.springer.com/article/10.1007/s41468-025-00215-x
Mathematical Epidemiology: Modeling of Infectious Disease,P Kunwar,2023,https://search.proquest.com/openview/b07b1550c6f2b84bd89cce627575ae46/1?pq-origsite=gscholar&cbl=18750&diss=y
Topology-Based Individual Tree Mapping From Lidar Point Clouds,X Xu,2024,https://search.proquest.com/openview/68c0f34fc8381d3f561478155029593c/1?pq-origsite=gscholar&cbl=18750&diss=y
Advection-based tracking and analysis of salinity movement in the Indian Ocean,"U Singh , PN Vinayachandran , V Natarajan",2024,https://www.sciencedirect.com/science/article/pii/S0098300423001978
4.12 Breakout Session “Tensions between Industry and Academic Objectives”,"D Wermke, H Plate",2023,https://d-nb.info/1318448425/34#page=20
XiSort: Deterministic Sorting via IEEE-754 Total Ordering and Entropy Minimization,F Alpay,2025,https://arxiv.org/abs/2505.11927
Solid modelling for manufacturing: From Voelcker's boundary evaluation to discrete paradigms,"C Andújar , P Brunet , A Chica , I Navazo … - Computer-Aided …, 2022",2022,https://www.sciencedirect.com/science/article/pii/S0010448522001166
Stability of Reeb Ordering by Interleaving Distance,T Uda,2023,https://www.researchsquare.com/article/rs-3410146/latest
Applied topology through the lens of Analytic Combinatorics,PHH Le,2023,https://www.ideals.illinois.edu/items/127737
Sorting it out in hardware: A state-of-the-art survey,"A Jalilvand, FS Banitaba , SN Estiri , S Aygun … - ACM Transactions on …, 2025",2025,https://dl.acm.org/doi/abs/10.1145/3734797
Topological data analysis of human brain networks through order statistics,"S Das , DV Anand , MK Chung",2023,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276419
K2vTune: A workload-aware configuration tuning for RocksDB,"J Lee , S Seo , J Choi , S Park",2024,https://www.sciencedirect.com/science/article/pii/S0306457323003047
Extending conventional surface roughness ISO parameters using topological data analysis for shot peened surfaces,"JF Senge , AH Astaraee , P Dłotko, S Bagherifard … - Scientific reports, 2022",2022,https://www.nature.com/articles/s41598-022-09551-9
Optimal batch-dynamic kd-trees for processing-in-memory with applications,"Y Zhao , H Kang , Y Gu , GE Blelloch … - Proceedings of the 37th …, 2025",2025,https://dl.acm.org/doi/abs/10.1145/3694906.3743318
ZigzagNetVis: Suggesting temporal resolutions for graph visualization using zigzag persistence,"R Tinarrage , JR Ponciano … - … on Visualization and …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10844578/
KPU-SQL: Kernel Processing Unit for High-Performance SQL Acceleration,"H Kong, H Fan , J Wu, L Cheng, Y Chen, W Lu… - Proceedings of the …, 2023",2023,https://dl.acm.org/doi/abs/10.1145/3583781.3590268
SPD-RAG: Sub-Agent Per Document Retrieval-Augmented Generation,"YC Akay, MY Kartal, E Alparslan… - arXiv preprint arXiv …, 2026",2026,https://arxiv.org/abs/2603.08329
[CITATION] [C] Topological Filtering of Graph Signals: Persistence-Based Methods and Applications,"デヨンファンリーア,マチアス",2025,
SAHChain: A Hybrid Storage Blockchain System Supporting Semantic Expressiveness and Retrieval,"C Qin , D Liu , B Guo, Y Tan , A Ren … - IEEE Transactions on …, 2026",2026,https://ieeexplore.ieee.org/abstract/document/11372951/
TSM-bench: benchmarking time series database systems for monitoring applications,"A Khelifati , M Khayati , A Dignös , D Difallah … - Proceedings of the …, 2023",2023,https://bia.unibz.it/esploro/outputs/journalArticle/TSM-Bench-Benchmarking-Time-Series-Database-Systems/991006715798001241?institution=39UBZ_INST
Introduction to Topological Data Analysis Lecture Notes FS 2025,"P Schnider , L Slot , S Weber",2025,https://ti.inf.ethz.ch/ew/courses/TDA25/Script.pdf
Learned data compression: Challenges and opportunities for the future,"Q Liu , S Han , J Liao, J Li, J Peng , J Du… - arXiv preprint arXiv …, 2024",2024,https://arxiv.org/abs/2412.10770
New Deep Learning Methods for Medical Image Analysis and Scientific Data Generation and Compression,P Gu,2024,https://search.proquest.com/openview/019159ec953ac4312511a95d04e414f2/1?pq-origsite=gscholar&cbl=18750&diss=y
Towards Distributed Task-based Visualization and Data Analysis,K Werner,2022,https://kluedo.ub.rptu.de/frontdoor/deliver/index/docId/6907/file/Towards+Distributed+Task-based+Visualization+and+Data+Analysis.pdf
Advancing Visual Computing in Materials Science (Shonan Seminar 189),"C Heinzl , RG Raidou , K Potter, Y Takeshima … - arXiv preprint arXiv …, 2024",2024,https://arxiv.org/abs/2407.03355
Volume-Based Space-Time Cube for Large-Scale Continuous Spatial Time Series,"Z Deng , J Huang , C Ruan , J Li… - IEEE Transactions on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10858751/
Sparse linear least-squares problems,"J Scott , M Tůma",2025,https://www.cambridge.org/core/journals/acta-numerica/article/sparse-linear-leastsquares-problems/F992BEAE18E16437E680624619C79DE6
Comments on: shape-based functional data analysis,"A Stöcker , L Steyer, S Greven",2024,https://link.springer.com/article/10.1007/s11749-023-00901-x
Increasing efficiency for routing in internet of things using binary gray wolf optimization and fuzzy logic,"Z Wang, Z Jin, Z Yang, W Zhao, M Trik",2023,https://www.sciencedirect.com/science/article/pii/S1319157823002860
"Gasp, a generalized framework for agglomerative clustering of signed graphs and its application to instance segmentation","A Bailoni , C Pape , N Hütsch , S Wolf… - Proceedings of the …, 2022",2022,http://openaccess.thecvf.com/content/CVPR2022/html/Bailoni_GASP_a_Generalized_Framework_for_Agglomerative_Clustering_of_Signed_Graphs_CVPR_2022_paper.html
Statistical Topology of the Configuration Spaces of Hard Disks and Spheres,OB Ericok,2022,https://search.proquest.com/openview/5198dc99b482a045880f147a6f22619a/1?pq-origsite=gscholar&cbl=18750&diss=y
Conley-Morse persistence barcode: a homological signature of a combinatorial bifurcation,"TK Dey , M Lipiński , M Soriano-Trigueros",2025,https://arxiv.org/abs/2504.17105
The hippocampus as a small-world cognitive map,"JZ Kim , JP Sethna , I Cohen , W Sun",2026,https://www.biorxiv.org/content/10.64898/2026.02.07.704615.abstract
Stable Topological Structures in Data,J Urbancic,2024,https://qmro.qmul.ac.uk/xmlui/handle/123456789/96149
Frequency domain data encoding in apache iotdb,"H Wang , S Song",2022,https://www.vldb.org/pvldb/vol16/p282-song.pdf
SurrealDB in Depth: The Complete Guide for Developers and Engineers,W Smith,2025,https://books.google.com/books?hl=en&lr=&id=bSdxEQAAQBAJ&oi=fnd&pg=PT12&dq=%22merge+tree%22+distance+scalar+field&ots=vVJFBi7KQf&sig=jYvCFB_nybcNpOT867QGjnjMLUA
Decoding Spikes From Multiunit Data,"D Farina , T Yu - IEEE Reviews in Biomedical Engineering, 2026",2026,https://ieeexplore.ieee.org/abstract/document/11361153/
Applied Randomized Algorithms for Efficient Genomic Analysis,DN Baker,2022,https://jscholarship.library.jhu.edu/bitstream/1774.2/67074/1/BAKER-DISSERTATION-2022.pdf
Decentralized Navigation of Quadrotor Teams in Uncertain Workspaces,AA Desai,2022,https://kilthub.cmu.edu/ndownloader/files/34708096
Voice Maps as a Tool for Understanding and Dealing with Variability in the Voice,"S Ternström , P Pabon - Applied Sciences, 2022",2022,https://www.mdpi.com/2076-3417/12/22/11353
Acceleration Techniques of Sparse Linear Algebra on Emerging Architectures,S Feng,2022,https://deepblue.lib.umich.edu/items/df4a8f56-51c5-478b-94b5-345c548821f2
Decomposition of zero-dimensional persistence modules via rooted subsets,"ÁJ Alonso , M Kerber",2025,https://link.springer.com/article/10.1007/s00454-024-00700-7
Leveraging formal specification to implement a database backend,S Hatia,2023,https://theses.hal.science/tel-04291337/
A family of relaxed concurrent queues for low-latency operations and item transfers,"G Kappes , SV Anastasiadis",2022,https://dl.acm.org/doi/abs/10.1145/3565514
Integrating curvature into the cost landscape of variational quantum algorithms,A Mürwald,2025,https://elib.uni-stuttgart.de/server/api/core/bitstreams/0044de56-789a-4207-a1a5-077ff405b0a0/content
Synthesizing specialized sparse tensor accelerators for reconfigurable hardware using high-level functional abstractions,H Javed,2025,https://escholarship.mcgill.ca/concern/theses/fj236837h
[CITATION] [C] Exploration and Cluster-Based Analysis of Simulated Logical Scenarios for Testing Automated Driving Systems,B Schütt,2024,
Near-data processing in database systems on native computational storage under HTAP workloads,"T Vinçon , C Knödler… - … of the VLDB …, 2022",2022,https://publikationen.reutlingen-university.de/frontdoor/index/index/docId/3778
Quantum Complexity vs Classical Complexity: A Survey,"A Vaezi , A Movaghar , M Ghodsi , SMH Kazemi … - arXiv preprint arXiv …, 2023",2023,https://arxiv.org/abs/2312.14075
Sextans: A streaming accelerator for general-purpose sparse-matrix dense-matrix multiplication,"L Song , Y Chi , A Sohrabizadeh , Y Choi , J Lau … - … Symposium on Field …, 2022",2022,https://dl.acm.org/doi/abs/10.1145/3490422.3502357
Introduction to parallel programming,S Kumar,2023,https://books.google.com/books?hl=en&lr=&id=VvF6EAAAQBAJ&oi=fnd&pg=PP1&dq=%22merge+tree%22+distance+scalar+field&ots=WjeikFX7Dw&sig=aoOPknfF22JAURIvW6woJG9ObjA
Topics in geometric and topological data analysis,A Hickok,2023,https://search.proquest.com/openview/8423bfd5f0c08838d74b4433b40dced1/1?pq-origsite=gscholar&cbl=18750&diss=y
Tapa: A scalable task-parallel dataflow programming framework for modern fpgas with co-optimization of hls and physical design,"L Guo , Y Chi , J Lau , L Song , X Tian, M Khatti … - ACM Transactions on …, 2023",2023,https://dl.acm.org/doi/abs/10.1145/3609335
An Industrial Sensor Data Processing and Query System,RJ Karlstetter,2023,https://mediatum.ub.tum.de/1705766
Hardware-Algorithm Co-Design for Energy-Efficient and Low-Latency Domain-Specific Machine Learning Systems,S Sharma,2025,https://search.proquest.com/openview/9e9a093ecfcf35ac32b22505923b2288/1?pq-origsite=gscholar&cbl=18750&diss=y
Extracting Reusable Primitives of Key-Value Operations and Efficient Architecture Support,B Wang,2023,https://search.proquest.com/openview/203a176bc9534e6da2ecb2c30e27ea24/1?pq-origsite=gscholar&cbl=18750&diss=y
Visual Persuasion: What Influences Decisions of Vision-Language Models?,"M Cherep , P Maes , N Singh",2026,https://arxiv.org/abs/2602.15278
OverGen: Improving FPGA usability through domain-specific overlay generation,"S Liu , J Weng , D Kupsh … - 2022 55th IEEE/ACM …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9923882/
Improving Fault Tolerance of Computing Systems for Autonomous Machines,Y Gan,2023,https://search.proquest.com/openview/bae8ba60993ccee51f3f612d33e416f8/1?pq-origsite=gscholar&cbl=18750&diss=y
Multi-contrast Image-to-image Translation for Axon and Myelin Segmentation,"N Katoch, P Langlais, H Lombaert",2025,https://umontreal.scholaris.ca/server/api/core/bitstreams/69057dea-c84e-4804-a682-118cde6b4409/content
A cloud-based Energy Information System (EIS) for innovative energy management in buildings: the case of Politecnico di Torino,D Taddei,2022,https://webthesis.biblio.polito.it/24684/?template=default
TopoInVis 2022,"A Nigmetov , D Morozov , F Wetzels , C Garth",N/A,https://ieeexplore.ieee.org/abstract/document/9975826/
Data analysis with merge trees,M Pegoraro,2023,https://amsdottorato.unibo.it/id/eprint/10634/
Intrinsic Bottleneck Distance for Merge Trees,"D Beers , G Grindstaff",2025,https://arxiv.org/abs/2509.02755
Combinatorial topological models for phylogenetic networks and the mergegram invariant,"P Dłotko , JF Senge , A Stefanou",2023,https://arxiv.org/abs/2305.04860
Extreem: Scalable augmented merge tree computation via extremum graphs,"J Lukasczyk, M Will , F Wetzels … - IEEE transactions on …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10290925/
Fast Merge Tree Computation via SYCL,"A Nigmetov , D Morozov",2022,https://ieeexplore.ieee.org/abstract/document/9975813/
Extremely Scalable Distributed Computation of Contour Trees via Pre-Simplification,"M Li , H Carr , O Rübel , B Wang… - 2025 IEEE 15th …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298827/
Scalable Topological Data Analysis by Loose Coupling of Topological Descriptors and Data Structures Through Formal Queries,P Klacansky,2023,https://search.proquest.com/openview/f3e13f480da91d8a374d65beeff84714/1?pq-origsite=gscholar&cbl=18750&diss=y
Fast extremum graph computation for large-scale arbitrary grids,"Q Li, Z Liu, Z Huang, W Li, Z Chu, Z Dai, M Yu… - … Aided Geometric Design, 2026",2026,https://www.sciencedirect.com/science/article/pii/S0167839626000129
Msz: An efficient parallel algorithm for correcting morse-smale segmentations in error-bounded lossy compressors,"Y Li , X Liang , B Wang , Y Qiu, L Yan … - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10670476/
Distributed Path Compression for Piecewise Linear Morse-Smale Segmentations and Connected Components,"M Will , J Lukasczyk, J Tierny … - 2024 IEEE 14th …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10767668/
The ECP ALPINE project: In situ and post hoc visualization infrastructure and analysis capabilities for exascale,"J Ahrens , M Arienti, U Ayachit … - … Journal of High …, 2025",2025,https://journals.sagepub.com/doi/abs/10.1177/10943420241286521
Efficient representation and analysis for a large tetrahedral mesh using Apache Spark,"Y Qian , G Liu , F Iuricich … - 2024 IEEE Topological …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10747680/
Advancing Efficiency of Unstructured Mesh Processing With Localized Data Structures,G Liu,2025,https://search.proquest.com/openview/597df03d6fd0e68e6826e2dc5dc2ad42/1?pq-origsite=gscholar&cbl=18750&diss=y
A one-for-all and o ( v log( v ))-cost solution for parallel merge style operations on sorted key-value arrays,"B Wang , L Deng , F Sun , G Dai , L Liu , Y Wang … - Proceedings of the 27th …, 2022",2022,https://dl.acm.org/doi/abs/10.1145/3503222.3507728
Massively Parallel Augmented Merge Tree Computation Based on the Bipartite Graph,"H Zhibin, L Quming, C Yiming, Z Dafei… - IEEE transactions on …",N/A,https://pubmed.ncbi.nlm.nih.gov/41915492/
[CITATION] [C] PersistenceBundles: Visual Comparison of Topological,"A Kamakshidasan, V Natarajan",N/A,
"Slice, simplify and stitch: Topology-preserving simplification scheme for massive voxel data",H Wagner,2023,https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.SoCG.2023.60
PersiSort: a new perspective on adaptive sorting based on persistence,"JKR Schou , B Wang",2024,https://pure.au.dk/ws/files/411679309/PersiSort_final_version.pdf
{XRP}:{In-Kernel} storage functions with {eBPF},"Y Zhong , H Li , YJ Wu , I Zarkadas , J Tao … - … USENIX Symposium on …, 2022",2022,https://www.usenix.org/conference/osdi22/presentation/zhong
Ripple: Asynchronous programming for spatial dataflow architectures,"S Ghosh , Y Shi , B Lucia , N Beckmann",2025,https://dl.acm.org/doi/abs/10.1145/3729256
Index shipping for efficient replication in lsm key-value stores with hybrid kv placement,"G Stylianakis, G Saloustros , O Chiotakis… - ACM Transactions on …, 2024",2024,https://dl.acm.org/doi/abs/10.1145/3658672
TagTree: Global Tagging Index with Efficient Querying for Time Series Databases,"J Xue , Z Wang , T Wang , Z Shao",2022,https://ieeexplore.ieee.org/abstract/document/9820720/
Persistence of Morse decompositions over grid resolution for maps and time series,"J Wiseman - Journal of Applied and Computational Topology, 2022",2022,https://link.springer.com/article/10.1007/s41468-022-00086-6
Compact GF (2) systemizer and optimized constant-time hardware sorters for Key Generation in Classic McEliece,"Y Zhu , W Zhu, C Chen, M Zhu, Z Li, S Wei … - Cryptology ePrint …, 2022",2022,https://eprint.iacr.org/2022/1277
Towards Analytics-Optimized Document Stores,WY Alkowaileet,2022,https://search.proquest.com/openview/0387f643204c658e0ffc3060e11eac4e/1?pq-origsite=gscholar&cbl=18750&diss=y
Fast and Scalable Text Search using Non-Volatile Main Memory,"A Chilukuri, S Akram",2022,https://shbakram.github.io/assets/papers/honors-thesis-adi.pdf
LiquidCache: Efficient Pushdown Caching for Cloud-Native Data Analytics,"X Hao , A Lamb , Y Wu … - Proceedings of the …, 2025",2025,https://andrew.nerdnetworks.org/pdf/liquid-cache-vldb-preprint.pdf
Towards benchmark data generation for feature tracking in scalar fields,"E Nilsson, J Lukasczyk, TB Masood … - … Data Analysis and …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9975817/
A mathematical foundation for the spatial uncertainty of critical points in probabilistic scalar fields,"D Vietinghoff, M Böttinger… - … Data Analysis and …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10363143/
Topology-based feature analysis of scalar field ensembles: An application to climate (change) analysis,"C Kappe , M Böttinger, H Leitte",2022,https://www.sciencedirect.com/science/article/pii/S009784932200036X
Static Visualizations for Dynamic Hierarchies,W Köpp,2022,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1710199
Robust Geometric Predicates for Bivariate Computational Topology,"P Hristov , I Hotz , TB Masood",2025,https://ieeexplore.ieee.org/abstract/document/11298813/
Uncertainty visualization of critical points of 2D scalar fields for parametric and nonparametric probabilistic models,"TM Athawale , Z Wang, D Pugmire … - … on Visualization and …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10670455/
Topological Data Analysis of 3D Ablative Rayleigh-Taylor Instability Dataset for Automatic Segmentation,"F Vivodtzev , A Casner , L Masse , L Ceurvorst , S Khan …",N/A,https://fabien-vivodtzev.github.io/pdf/article-2023-ldav.pdf
Topological Analysis of Neural Network Loss landscapes,P Meena,2024,https://vgl.csa.iisc.ac.in/pdf/pub/PankajMeenaThesisSigned.pdf
Robust Barycenters of Persistence Diagrams,"K Sisouk, E Tanguy , J Delon … - IEEE Transactions on …, 2026",2026,https://ieeexplore.ieee.org/abstract/document/11363006/
tachyon : Efficient Shared Memory Parallel Computation of Extremum Graphs,"A Ande, V Subhash , V Natarajan",2023,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.14784
A Topological Distance Between Multi- Fields Based on Multi-Dimensional Persistence Diagrams,"Y Ramamurthi, A Chattopadhyay - IEEE Transactions on …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10251007/
Multi-Tier Preservation of Discrete Morse Smale Complexes in Error-Bounded Lossy Compression,"Y Li , M Xia , X Liang , B Wang , H Guo",2024,https://arxiv.org/abs/2409.17346
Deep Learning Approaches for Exploring Collections of Visual Features of Scalar Fields,J Li,2022,https://search.proquest.com/openview/f6e37cee2d13f3d2eb245a18287bb718/1?pq-origsite=gscholar&cbl=18750&diss=y
[CITATION] [C] Flexible & Probabilistic Topology Tracking Using Partial Optimal Transport,"M Li , X Yan, L Yan , T Needham , B Wang",N/A,
A comparative study of the perceptual sensitivity of topological visualizations to feature variations,"TM Athawale , B Triana, T Kotha… - … on Visualization and …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10292439/
Observable Covariance and Principal Observable Analysis for Data on Metric Spaces,"E Karacam , W Mio , OB Okutan - arXiv preprint arXiv:2506.04003, 2025",2025,https://arxiv.org/abs/2506.04003
Distributed Discrete Morse Sandwich: Efficient Computation of Persistence Diagrams for Massive Scalar Data,"E Le Guillou, P Fortin, J Tierny",2025,https://ieeexplore.ieee.org/abstract/document/11219172/
Topological analysis of ensembles of hydrodynamic turbulent flows an experimental study,"F Nauleau, F Vivodtzev … - 2022 IEEE 12th …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9966403/
Automatically recognize and segment morphological features of the 3D vertebra based on topological data analysis,"P Cheng, X Cao, Y Yang, G Zhang, Y He - Computers in Biology and …, 2022",2022,https://www.sciencedirect.com/science/article/pii/S0010482522007478
Autoencoder-Aided Visualization of Collections of Morse Complexes,"J Li , D Van Boxel , JA Levine",2022,https://ieeexplore.ieee.org/abstract/document/9975811/
Topology-Aware Volume Fusion for Spectral Computed Tomography via Histograms and Extremum Graph,"M Sharma , E Nilsson, M Falk … - … IEEE Workshop on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298831/
TopoInVis 2025,"S Le Thanh, T Weinkauf",N/A,https://ieeexplore.ieee.org/abstract/document/11298734/
GASP: Gradient-Aware Shortest Path Algorithm for Boundary-Confined 2-Manifold Reeb Graph Visualization,"SE Rahman , TM Athawale … - 2025 IEEE Workshop on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298817/
GASP: A Gradient-Aware Shortest Path Algorithm for Boundary-Confined Visualization of 2-Manifold Reeb Graphs,"SE Rahman , TM Athawale , P Rosen",2025,https://arxiv.org/abs/2508.05524
[CITATION] [C] New invariants in Topological Data Analysis and their Applications in Material and Biological Sciences,HD Math,2025,
Evaluating judgment of spatial correlation in visual displays of scalar field distributions,"Y Zhao, M Berger - IEEE Transactions on Visualization and …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11301897/
"Hypersweeps, convective clouds and Reeb spaces",PG Hristov,2022,https://etheses.whiterose.ac.uk/id/eprint/31965/
Wasserstein dictionaries of persistence diagrams,"K Sisouk, J Delon , J Tierny",2023,https://ieeexplore.ieee.org/abstract/document/10309885/
Lossy Data Reduction with Feature Preservation for Visualization,"F Cappello , LY Sheng Di ANL - Position Papers for the ASCR Workshop on …, 2022",2022,https://www.osti.gov/servlets/purl/1843572#page=65
Beyond Distance: Quantifying Point Cloud Dynamics with Persistent Homology and Dynamic Optimal Transport,"Y Wang, T Gao , J Duan",2026,https://arxiv.org/abs/2603.15683
Time-varying Vector Field Compression with Preserved Critical Point Trajectories,"M Xia , Y Li , P Jiao , B Wang, X Liang , H Guo",2025,https://arxiv.org/abs/2510.25143
Volseggs: Segmentation and tracking in dynamic volumetric scenes via deformable 3d gaussians,"S Yao , C Wang",2025,https://ieeexplore.ieee.org/abstract/document/11295944/
Efficient Cardinality Estimation and Query Processing for Large-Scale Databases,MT Mahin,2025,https://search.proquest.com/openview/b789e8af10870193dee265be118fc990/1?pq-origsite=gscholar&cbl=18750&diss=y
Wasserstein Barycenters of Persistence Diagrams and Applications,K Sisouk,2025,https://theses.hal.science/tel-05483522/
"Continuous Edit Distance, Geodesics and Barycenters of Time-varying Persistence Diagrams","S Tchitchek , M Kissi, J Tierny",2025,https://arxiv.org/abs/2512.12939
Sorbonne Université Laboratoire d'Informatique Paris 6,K Sisouk,2025,https://erc-tori.github.io/stuff/sisouk_phd25.pdf
