sample_idx,psnr_winner,ssim_winner,pd_winner,mt_winner,direct_error_group_winner,direct_error_cnn_votes,direct_error_gan_votes,direct_error_ties,distributional_group_winner,distributional_cnn_votes,distributional_gan_votes,distributional_ties,tail_group_winner,tail_cnn_votes,tail_gan_votes,tail_ties,configured_physics_group_winner,configured_physics_cnn_votes,configured_physics_gan_votes,configured_physics_ties,delta_ssim_cnn_positive,delta_psnr_cnn_positive,delta_pd_cnn_positive,delta_mt_cnn_positive,pd_gan_strength,mt_cnn_strength,mt_gan_strength,ssim_near_tie_0p05,ssim_near_tie_0p075,group_cnn_consensus_core,group_gan_distributional_cases,group_pd_mt_disagreement,group_candidate_structural_hallucination_signature,group_mt_gan_diagnostic,group_topology_consensus_gan,group_topology_consensus_cnn,group_neartie_topology_validator_disagreement,pd_gan_strength_percentile,mt_cnn_strength_percentile,mt_gan_strength_percentile,distributional_gan_vote_fraction,tail_gan_vote_fraction,candidate_hallucination_score,mt_gan_visual_score,recommendation_group,recommendation_rank_within_group,reason
139,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.12307582166058095,2.393229825574842,-8.175043531028457,4.142480850219727,8.175043531028457,4.142480850219727,0.0,False,False,True,True,True,True,False,False,False,False,0.7724550898203593,0.8083832335329342,0.718562874251497,0.8,0.3333333333333333,0.7923353293413175,0.6659481037924151,candidate_structural_hallucination_signature,11,PD favors GAN while MT favors CNN; inspect whether GAN has plausible but spatially/hierarchically misaligned structures.
102,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.12761680555675597,1.9692920300787762,-8.996887683487799,3.0674586296081543,8.996887683487799,3.0674586296081543,0.0,False,False,True,True,True,True,False,False,False,False,0.8562874251497006,0.7125748502994012,0.49700598802395207,0.8,1.0,0.7875449101796407,0.688502994011976,candidate_structural_hallucination_signature,12,PD favors GAN while MT favors CNN; inspect whether GAN has plausible but spatially/hierarchically misaligned structures.
111,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.11572643176652397,2.1273321807737027,-9.362192722725592,2.6538472175598145,9.362192722725592,2.6538472175598145,0.0,False,False,True,True,True,True,False,False,False,False,0.8922155688622755,0.6467065868263473,0.5508982035928144,0.8,1.0,0.7755688622754492,0.7154491017964071,candidate_structural_hallucination_signature,13,PD favors GAN while MT favors CNN; inspect whether GAN has plausible but spatially/hierarchically misaligned structures.
31,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.03308011549439582,1.6490307437688756,-7.798958550091694,9.415461540222168,7.798958550091694,9.415461540222168,0.0,True,True,True,True,True,True,False,False,False,False,0.6586826347305389,0.9760479041916168,0.1317365269461078,0.6,0.0,0.7738922155688623,0.2458682634730539,candidate_structural_hallucination_signature,14,PD favors GAN while MT favors CNN; inspect whether GAN has plausible but spatially/hierarchically misaligned structures.
33,CNN,CNN,GAN,CNN,CNN,5,0,0,CNN,3,2,0,CNN,3,0,0,CNN,3,1,0,0.05191055661336752,1.8029776369447212,-7.992919330775159,13.23584794998169,7.992919330775159,13.23584794998169,0.0,False,True,True,False,True,True,False,False,False,False,0.7005988023952096,0.9940119760479041,0.1437125748502994,0.4,0.0,0.7578443113772455,0.1918562874251497,candidate_structural_hallucination_signature,15,PD favors GAN while MT favors CNN; inspect whether GAN has plausible but spatially/hierarchically misaligned structures.
104,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.11590094126065908,2.003920540320994,-9.043821735076822,2.5646700859069824,9.043821735076822,2.5646700859069824,0.0,False,False,True,True,True,True,False,False,False,False,0.8622754491017964,0.6167664670658682,0.5089820359281437,0.8,1.0,0.7516167664670659,0.6944910179640719,candidate_structural_hallucination_signature,16,PD favors GAN while MT favors CNN; inspect whether GAN has plausible but spatially/hierarchically misaligned structures.
84,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,1,4,0,GAN,1,2,0,CNN,3,1,0,0.07474020099048528,2.3014634723691074,-8.038770163555455,3.287766456604004,8.038770163555455,3.287766456604004,0.0,False,True,True,True,True,True,False,False,False,False,0.7365269461077845,0.7365269461077845,0.39520958083832336,0.8,0.6666666666666666,0.7492215568862276,0.570938123752495,candidate_structural_hallucination_signature,17,PD favors GAN while MT favors CNN; inspect whether GAN has plausible but spatially/hierarchically misaligned structures.
131,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,1,2,0,CNN,3,1,0,0.06985853975907819,1.9041624010562366,-7.820440760823885,5.808531761169434,7.820440760823885,5.808531761169434,0.0,False,True,True,True,True,True,False,False,False,False,0.6646706586826348,0.9041916167664671,0.6706586826347305,0.6,0.6666666666666666,0.7475449101796408,0.6486626746506985,candidate_structural_hallucination_signature,18,PD favors GAN while MT favors CNN; inspect whether GAN has plausible but spatially/hierarchically misaligned structures.
98,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,1,2,0,CNN,3,1,0,0.10071449990093678,1.903673699522006,-8.208836636566513,3.8225035667419434,8.208836636566513,3.8225035667419434,0.0,False,False,True,True,True,True,False,False,False,False,0.7844311377245509,0.7784431137724551,0.47305389221556887,0.6,0.6666666666666666,0.7451497005988025,0.5498602794411177,candidate_structural_hallucination_signature,19,PD favors GAN while MT favors CNN; inspect whether GAN has plausible but spatially/hierarchically misaligned structures.
117,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,2,3,0,GAN,0,3,0,CNN,4,0,0,0.09728037613462914,1.9971830510621622,-8.556231028624595,3.4224677085876465,8.556231028624595,3.4224677085876465,0.0,False,False,True,True,True,True,False,False,False,False,0.8143712574850299,0.7485029940119761,0.5868263473053892,0.6,1.0,0.7451497005988025,0.6734131736526946,candidate_structural_hallucination_signature,20,PD favors GAN while MT favors CNN; inspect whether GAN has plausible but spatially/hierarchically misaligned structures.
92,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,0,5,0,GAN,0,3,0,CNN,3,1,0,0.16108176180585054,2.5607986487207164,-5.271622610904746,-0.05791521072387695,5.271622610904746,0.0,0.05791521072387695,False,False,False,True,False,False,True,True,False,False,0.2754491017964072,0.10778443113772455,0.8862275449101796,1.0,1.0,0.3532934131736527,0.9431137724550898,mt_gan_diagnostic,1,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
12,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.024958441031090572,1.6010085611272444,-5.883909078911028,-0.7026548385620117,5.883909078911028,0.0,0.7026548385620117,True,True,False,True,False,False,True,True,False,True,0.31736526946107785,0.011976047904191617,0.9640718562874252,0.8,1.0,0.2917365269461078,0.9220359281437125,mt_gan_diagnostic,2,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
17,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,1,4,0,GAN,0,3,0,CNN,3,1,0,0.15449413504044823,1.9348870927285446,-3.7822890574889776,-0.44097423553466797,3.7822890574889776,0.0,0.44097423553466797,False,False,False,True,False,False,True,True,False,False,0.10179640718562874,0.023952095808383235,0.9520958083832335,0.8,1.0,0.21029940119760482,0.9160479041916167,mt_gan_diagnostic,3,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
65,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.16039993041722866,2.6838240149412975,-5.909408229536577,-0.2439899444580078,5.909408229536577,0.0,0.2439899444580078,False,False,False,True,False,False,True,True,False,False,0.33532934131736525,0.0718562874251497,0.9281437125748503,1.0,0.6666666666666666,0.36287425149700603,0.8974051896207584,mt_gan_diagnostic,4,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
77,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.09052617957345221,2.0063691492519027,-9.591326603057613,-0.13201189041137695,9.591326603057613,0.0,0.13201189041137695,False,False,False,True,False,False,True,True,False,False,0.9221556886227545,0.08383233532934131,0.9041916167664671,1.0,0.6666666666666666,0.6023952095808384,0.8854291417165668,mt_gan_diagnostic,5,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
63,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.1326115049754243,2.4593260393948313,-10.324832073619756,-0.08297109603881836,10.324832073619756,0.0,0.08297109603881836,False,False,False,True,False,False,True,True,False,False,0.9820359281437125,0.0658682634730539,0.8982035928143712,1.0,0.6666666666666666,0.6191616766467065,0.8824351297405189,mt_gan_diagnostic,6,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
62,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.12212383402419819,2.3471441996583273,-9.469816568827202,-0.07007265090942383,9.469816568827202,0.0,0.07007265090942383,False,False,False,True,False,False,True,True,False,False,0.9041916167664671,0.059880239520958084,0.8922155688622755,1.0,0.6666666666666666,0.5856287425149701,0.879441117764471,mt_gan_diagnostic,7,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
19,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,1,4,0,GAN,1,2,0,CNN,3,1,0,0.1683609477591107,2.081844652650684,-1.9774057392824496,-1.4850749969482422,1.9774057392824496,0.0,1.4850749969482422,False,False,False,True,False,False,True,True,False,False,0.05389221556886228,0.03592814371257485,1.0,0.8,0.6666666666666666,0.1959281437125749,0.8733333333333333,mt_gan_diagnostic,8,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
68,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,1,4,0,GAN,1,2,0,CNN,3,1,0,0.16480046476809662,2.437167049909192,-6.270411491765506,-0.403470516204834,6.270411491765506,0.0,0.403470516204834,False,False,False,True,False,False,True,True,False,False,0.40718562874251496,0.07784431137724551,0.9461077844311377,0.8,0.6666666666666666,0.35401197604790424,0.8463872255489022,mt_gan_diagnostic,9,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
82,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.09044679747048123,2.2217469986906337,-8.084550648979377,-0.8804688453674316,8.084550648979377,0.0,0.8804688453674316,False,False,False,True,False,False,True,True,False,False,0.7485029940119761,0.10179640718562874,0.9880239520958084,0.8,0.3333333333333333,0.5001197604790419,0.8006786427145709,mt_gan_diagnostic,10,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
18,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,2,3,0,GAN,1,2,0,CNN,3,1,0,0.17047726392317625,1.8680238199197774,-1.7846641580542837,-0.7042150497436523,1.7846641580542837,0.0,0.7042150497436523,False,False,False,True,False,False,True,True,False,False,0.029940119760479042,0.029940119760479042,0.9700598802395209,0.6,0.6666666666666666,0.14395209580838322,0.7983632734530938,mt_gan_diagnostic,11,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
25,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.0267183634431003,1.5542636744720362,-6.460623784854704,-0.8701009750366211,6.460623784854704,0.0,0.8701009750366211,True,True,False,True,False,False,True,True,False,True,0.4491017964071856,0.04790419161676647,0.9820359281437125,0.8,0.3333333333333333,0.3588023952095809,0.7976846307385229,mt_gan_diagnostic,12,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
80,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.10496821765972753,2.2505724455305334,-9.341334313446833,-0.8060040473937988,9.341334313446833,0.0,0.8060040473937988,False,False,False,True,False,False,True,True,False,False,0.8862275449101796,0.09580838323353294,0.9760479041916168,0.8,0.3333333333333333,0.5528143712574851,0.794690618762475,mt_gan_diagnostic,13,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
16,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,2,3,0,GAN,1,2,0,CNN,3,1,0,0.11067687600382492,1.798462750063429,-6.43147564886435,-0.2089829444885254,6.43147564886435,0.0,0.2089829444885254,False,False,False,True,False,False,True,True,False,False,0.4311377245508982,0.017964071856287425,0.9221556886227545,0.6,0.6666666666666666,0.2996407185628742,0.7744111776447106,mt_gan_diagnostic,14,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
79,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,1,4,0,CNN,2,1,0,CNN,3,1,0,0.09747658480385751,2.170332353803019,-9.82681114697127,-0.3894224166870117,9.82681114697127,0.0,0.3894224166870117,False,False,False,True,False,False,True,True,False,False,0.9401197604790419,0.08982035928143713,0.9341317365269461,0.8,0.3333333333333333,0.5719760479041917,0.7737325349301397,mt_gan_diagnostic,15,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
8,CNN,CNN,GAN,GAN,CNN,5,0,0,CNN,3,2,0,GAN,1,2,0,CNN,4,0,0,0.06015236343286523,0.9552527683503129,-6.35296897375575,-1.4545478820800781,6.35296897375575,0.0,1.4545478820800781,False,True,False,False,False,False,True,True,False,True,0.41916167664670656,0.005988023952095809,0.9940119760479041,0.4,0.6666666666666666,0.25005988023952097,0.7503393213572853,mt_gan_diagnostic,16,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
20,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,2,3,0,CNN,2,1,0,CNN,3,1,0,0.17728323055323952,1.8760320847404017,-3.7129210916888518,-0.5649247169494629,3.7129210916888518,0.0,0.5649247169494629,False,False,False,True,False,False,True,True,False,False,0.08982035928143713,0.041916167664670656,0.9580838323353293,0.6,0.3333333333333333,0.17269461077844311,0.7257085828343313,mt_gan_diagnostic,17,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
48,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.16385054112081993,2.2814957557212594,-9.72546950270006,-0.3985104560852051,9.72546950270006,0.0,0.3985104560852051,False,False,False,True,False,False,True,True,False,False,0.9341317365269461,0.05389221556886228,0.9401197604790419,0.6,0.0,0.5152095808383235,0.650059880239521,mt_gan_diagnostic,18,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
154,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,2,3,0,CNN,3,0,0,CNN,3,1,0,0.10406053040229418,2.3385954973982557,-8.475723699916077,-0.15301227569580078,8.475723699916077,0.0,0.15301227569580078,False,False,False,True,False,False,True,True,False,False,0.8083832335329342,0.11377245508982035,0.9161676646706587,0.6,0.0,0.4888622754491018,0.6380838323353293,mt_gan_diagnostic,19,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
6,CNN,CNN,GAN,GAN,CNN,5,0,0,CNN,4,1,0,CNN,3,0,0,CNN,4,0,0,0.09526586383242708,1.0711951372530493,-4.0238919902617525,-0.13336706161499023,4.0238919902617525,0.0,0.13336706161499023,False,False,False,False,False,False,True,True,False,False,0.1377245508982036,0.0,0.9101796407185628,0.2,0.0,0.09508982035928146,0.5150898203592814,mt_gan_diagnostic,20,MT favors GAN; inspect whether MT is rewarding real structure or GAN artifacts.
24,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.0531507651592914,1.648541918516088,-6.104082332594537,4.848442554473877,6.104082332594537,4.848442554473877,0.0,False,True,True,True,True,True,False,False,False,False,0.3712574850299401,0.8562874251497006,0.09580838323353294,1.0,0.6666666666666666,0.6910179640718563,0.48123752495009975,gan_distributional_cases,1,Distributional metrics favor GAN while direct-error metrics favor CNN; inspect perception-distortion tradeoff.
27,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.029645301885254605,1.4307732421870831,-5.951590783761549,13.490119457244873,5.951590783761549,13.490119457244873,0.0,True,True,True,True,True,True,False,False,False,False,0.3473053892215569,1.0,0.10778443113772455,1.0,0.6666666666666666,0.7389221556886227,0.4872255489021956,gan_distributional_cases,2,Distributional metrics favor GAN while direct-error metrics favor CNN; inspect perception-distortion tradeoff.
28,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.05224633325951533,1.5748895800670546,-7.5824311295112174,7.736997127532959,7.5824311295112174,7.736997127532959,0.0,False,True,True,True,True,True,False,False,False,False,0.6107784431137725,0.9520958083832335,0.11377245508982035,1.0,0.6666666666666666,0.8251497005988024,0.4902195608782435,gan_distributional_cases,3,Distributional metrics favor GAN while direct-error metrics favor CNN; inspect perception-distortion tradeoff.
62,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.12212383402419819,2.3471441996583273,-9.469816568827202,-0.07007265090942383,9.469816568827202,0.0,0.07007265090942383,False,False,False,True,False,False,True,True,False,False,0.9041916167664671,0.059880239520958084,0.8922155688622755,1.0,0.6666666666666666,0.5856287425149701,0.879441117764471,gan_distributional_cases,4,Distributional metrics favor GAN while direct-error metrics favor CNN; inspect perception-distortion tradeoff.
63,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.1326115049754243,2.4593260393948313,-10.324832073619756,-0.08297109603881836,10.324832073619756,0.0,0.08297109603881836,False,False,False,True,False,False,True,True,False,False,0.9820359281437125,0.0658682634730539,0.8982035928143712,1.0,0.6666666666666666,0.6191616766467065,0.8824351297405189,gan_distributional_cases,5,Distributional metrics favor GAN while direct-error metrics favor CNN; inspect perception-distortion tradeoff.
64,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.15095592854441908,2.579374470563298,-8.009027369164066,1.1932158470153809,8.009027369164066,1.1932158470153809,0.0,False,False,True,True,True,True,False,False,False,False,0.7065868263473054,0.33532934131736525,0.31137724550898205,1.0,0.6666666666666666,0.6167664670658684,0.5890219560878244,gan_distributional_cases,6,Distributional metrics favor GAN while direct-error metrics favor CNN; inspect perception-distortion tradeoff.
65,CNN,CNN,GAN,GAN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.16039993041722866,2.6838240149412975,-5.909408229536577,-0.2439899444580078,5.909408229536577,0.0,0.2439899444580078,False,False,False,True,False,False,True,True,False,False,0.33532934131736525,0.0718562874251497,0.9281437125748503,1.0,0.6666666666666666,0.36287425149700603,0.8974051896207584,gan_distributional_cases,7,Distributional metrics favor GAN while direct-error metrics favor CNN; inspect perception-distortion tradeoff.
66,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.17420505893100946,2.8245313225385154,-5.0025153963535995,0.7067909240722656,5.0025153963535995,0.7067909240722656,0.0,False,False,True,True,True,True,False,False,False,False,0.2275449101796407,0.23353293413173654,0.31736526946107785,1.0,0.6666666666666666,0.38443113772455095,0.5920159680638722,gan_distributional_cases,8,Distributional metrics favor GAN while direct-error metrics favor CNN; inspect perception-distortion tradeoff.
67,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.17505702999513362,2.7861289206532405,-5.906224879848846,1.6130833625793457,5.906224879848846,1.6130833625793457,0.0,False,False,True,True,True,True,False,False,False,False,0.32934131736526945,0.4550898203592814,0.32335329341317365,1.0,0.6666666666666666,0.5137724550898204,0.5950099800399201,gan_distributional_cases,9,Distributional metrics favor GAN while direct-error metrics favor CNN; inspect perception-distortion tradeoff.
73,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.11858050924477215,2.0179131531436205,-7.6024688274627685,0.7659602165222168,7.6024688274627685,0.7659602165222168,0.0,False,False,True,True,True,True,False,False,False,False,0.6227544910179641,0.25149700598802394,0.3532934131736527,1.0,0.6666666666666666,0.5497005988023953,0.6099800399201597,gan_distributional_cases,10,Distributional metrics favor GAN while direct-error metrics favor CNN; inspect perception-distortion tradeoff.
74,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.10888073319056513,1.9666121516878938,-8.18003949869281,0.8621988296508789,8.18003949869281,0.8621988296508789,0.0,False,False,True,True,True,True,False,False,False,False,0.7784431137724551,0.2874251497005988,0.3592814371257485,1.0,0.6666666666666666,0.6263473053892216,0.6129740518962076,gan_distributional_cases,11,Distributional metrics favor GAN while direct-error metrics favor CNN; inspect perception-distortion tradeoff.
75,CNN,CNN,GAN,CNN,CNN,5,0,0,GAN,0,5,0,GAN,1,2,0,CNN,3,1,0,0.09668993521993868,1.976390834276252,-9.618530700619797,0.4793844223022461,9.618530700619797,0.4793844223022461,0.0,False,False,True,True,True,True,False,False,False,False,0.9281437125748503,0.20958083832335328,0.3652694610778443,1.0,0.6666666666666666,0.6550898203592814,0.6159680638722554,gan_distributional_cases,12,Distributional metrics favor GAN while direct-error metrics favor CNN; inspect perception-distortion tradeoff.
