phase,file_path,sha256_before,sha256_after,status
phase2a,ttk_runs_fixed/unified_candidate_analysis/phase2a/phase1_pairwise_reproduction.csv,8278c7930117c07a04c6b988cdf2c505447581abb0514d506235b50f9bf21277,8278c7930117c07a04c6b988cdf2c505447581abb0514d506235b50f9bf21277,unchanged
phase2a,ttk_runs_fixed/unified_candidate_analysis/phase2a/phase2a_validation.csv,3ece12b015ff1bf9242f4bfce61b749f555e89cc981681b6b28c41ed22105f16,3ece12b015ff1bf9242f4bfce61b749f555e89cc981681b6b28c41ed22105f16,unchanged
phase2a,ttk_runs_fixed/unified_candidate_analysis/phase2a/topology_tradeoff_summary.csv,c2d8bbbd2e3cc094f6e28ba4c3c2a8582c6f9c75c79672327bfdf1073039e35a,c2d8bbbd2e3cc094f6e28ba4c3c2a8582c6f9c75c79672327bfdf1073039e35a,unchanged
phase2a,ttk_runs_fixed/unified_candidate_analysis/phase2a/topology_tradeoff_summary_sorted.csv,2a922d816e28e63e4546cd9a793ac61f641b48e27009b38bf2128a52274554ef,2a922d816e28e63e4546cd9a793ac61f641b48e27009b38bf2128a52274554ef,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/b_factorial_cell_summary.csv,de52e5e48d1876528682ea838c67f662e9eaab504123dce223b730fab8119d23,de52e5e48d1876528682ea838c67f662e9eaab504123dce223b730fab8119d23,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/b_factorial_design.csv,b590162dcbd7c8ad240edcde68602206df284d7eadc3cb3a92ff50ce74a9ec4d,b590162dcbd7c8ad240edcde68602206df284d7eadc3cb3a92ff50ce74a9ec4d,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/b_factorial_effect_summary.csv,b560898f7cd3d08f17ddb5cf1f375fcca5d5cec3801cca3115438b6d9ad855d8,b560898f7cd3d08f17ddb5cf1f375fcca5d5cec3801cca3115438b6d9ad855d8,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/b_factorial_oriented_effect_matrix.csv,d7a3d5dda9717dd9bcd636aed7e3f80ca5d670f9460e4d8639630863a2072d51,d7a3d5dda9717dd9bcd636aed7e3f80ca5d670f9460e4d8639630863a2072d51,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/b_factorial_reconstruction_check.csv,eb3485f9a5d58e00fb5c4bcb63091142063a05986620887a4070a023e2431864,eb3485f9a5d58e00fb5c4bcb63091142063a05986620887a4070a023e2431864,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/b_factorial_sample_effects.csv,33e519b8d5a8b28111a06a27aaec625dc9cbc07bc7e1ad2d2f4bc9cd2865d844,33e519b8d5a8b28111a06a27aaec625dc9cbc07bc7e1ad2d2f4bc9cd2865d844,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/b_scaffold_crit_e2_design.csv,0e7d2b1fc7f800aa9eceefb527b8ff582bd225ea779e636d559705217227e3e9,0e7d2b1fc7f800aa9eceefb527b8ff582bd225ea779e636d559705217227e3e9,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/b_scaffold_crit_e2_effect_summary.csv,d533e44446779f9f56db9eaf2873ab89091c28208ea944e2251d671336a0b505,d533e44446779f9f56db9eaf2873ab89091c28208ea944e2251d671336a0b505,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/b_scaffold_crit_e2_oriented_effect_matrix.csv,8351720e230fd72ca0475285ddbe51cc64b2b1e7361d2fbc730ad3a95b9b1d6d,8351720e230fd72ca0475285ddbe51cc64b2b1e7361d2fbc730ad3a95b9b1d6d,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/b_scaffold_crit_e2_reconstruction_check.csv,5befdd390cd5c855b5881204999dc54c6328d7eb8391f037a414c833d36da572,5befdd390cd5c855b5881204999dc54c6328d7eb8391f037a414c833d36da572,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/b_scaffold_crit_e2_sample_effects.csv,55c3d5310c7409b42490f0b5ebc3decc325cdf08ef703dca669fa717837b42a1,55c3d5310c7409b42490f0b5ebc3decc325cdf08ef703dca669fa717837b42a1,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/grad_scaffold_levelset_e2_design.csv,4394257537b11b6d2fc409b6b354875fdb7bd457f73217e09c8dee1a36c4eec5,4394257537b11b6d2fc409b6b354875fdb7bd457f73217e09c8dee1a36c4eec5,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/grad_scaffold_levelset_e2_effect_summary.csv,63cdf11489ba79cd59b5aa5c2fe55a3cfa3a9ce0048f8ca13e4eb5bb70e9772b,63cdf11489ba79cd59b5aa5c2fe55a3cfa3a9ce0048f8ca13e4eb5bb70e9772b,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/grad_scaffold_levelset_e2_oriented_effect_matrix.csv,8457c56a19a1f4a7f06af14d2fe11904198b875d7623475ce81bf3a49547a9e6,8457c56a19a1f4a7f06af14d2fe11904198b875d7623475ce81bf3a49547a9e6,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/grad_scaffold_levelset_e2_reconstruction_check.csv,54b5ce80f72633932e87058c74889b81f6f73fd330617870b688a6881cc352c9,54b5ce80f72633932e87058c74889b81f6f73fd330617870b688a6881cc352c9,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/grad_scaffold_levelset_e2_sample_effects.csv,c94be688157246769cc5c6e976b50caa080a7b821ed771ae7e9c05e899ec2b67,c94be688157246769cc5c6e976b50caa080a7b821ed771ae7e9c05e899ec2b67,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/phase2b_multiple_testing_adjusted.csv,4ca99e6a75ca6718f15734f6dcccf873a3b3e309bab0ae6f74561c7c3f6c4b3c,4ca99e6a75ca6718f15734f6dcccf873a3b3e309bab0ae6f74561c7c3f6c4b3c,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/phase2b_validation.csv,fff2a34e987420d23349f2392c9b49d6f79395db50e8f2c5c0e980e7e3f80dca,fff2a34e987420d23349f2392c9b49d6f79395db50e8f2c5c0e980e7e3f80dca,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/prior_phase_immutability_check.csv,3bcb585d24cad7747c7bbe50e8ab70d4d5918afbe78e65d12108ff899e01a791,3bcb585d24cad7747c7bbe50e8ab70d4d5918afbe78e65d12108ff899e01a791,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/targeted_contrast_manifest.csv,1a0b014db08223a72ed922a25ddcb71f4e5e415ec228c872921808c6c57012c7,1a0b014db08223a72ed922a25ddcb71f4e5e415ec228c872921808c6c57012c7,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/targeted_contrast_oriented_effect_matrix.csv,b90869787cae5d888309fed47b86d0e5c710d0feb566c89543781e8c97ed24a2,b90869787cae5d888309fed47b86d0e5c710d0feb566c89543781e8c97ed24a2,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/targeted_contrast_per_sample.csv,67bd59b233a93a59ff38901784dbf78c9124defe88e80af7989b531dd6a48132,67bd59b233a93a59ff38901784dbf78c9124defe88e80af7989b531dd6a48132,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/targeted_contrast_summary.csv,6ba0d0e82c8cfc4d539b02c961458d979878a84d311b5748f9cd7436d49cb1f6,6ba0d0e82c8cfc4d539b02c961458d979878a84d311b5748f9cd7436d49cb1f6,unchanged
phase2b,ttk_runs_fixed/unified_candidate_analysis/phase2b/topology_factorial_and_contrast_summary.csv,0abe7ddeaef595f550d354d6e3a088d954f2af53bfaf482e98c5b70e891618a0,0abe7ddeaef595f550d354d6e3a088d954f2af53bfaf482e98c5b70e891618a0,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/focal_topology_correlation_bootstrap.csv,4fdad3119259225c2869eaafecfc7d29f9af2a4a365ab0da1657e73c894b1a61,4fdad3119259225c2869eaafecfc7d29f9af2a4a365ab0da1657e73c894b1a61,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/focal_topology_relationship_summary.csv,e42b68def9fa40cf8e5d37ad4612bd4ee22450a4acee5362978b15386a785fae,e42b68def9fa40cf8e5d37ad4612bd4ee22450a4acee5362978b15386a785fae,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/method_level_metric_correlations.csv,9408eb4f9eec4c2a11e17ac301ccb1183bba79c656462086a1a2437dfce94c04,9408eb4f9eec4c2a11e17ac301ccb1183bba79c656462086a1a2437dfce94c04,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/method_level_oriented_pearson_matrix.csv,c5bac0fa3eff456e37bf3a4ae0d68473d79c351f8ff695d356372ff5667de7dd,c5bac0fa3eff456e37bf3a4ae0d68473d79c351f8ff695d356372ff5667de7dd,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/method_level_oriented_spearman_matrix.csv,f498475e3f57d6b3c21e6fb9b5f9aa46d35c9dc8806631acbd7318053e236f61,f498475e3f57d6b3c21e6fb9b5f9aa46d35c9dc8806631acbd7318053e236f61,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/method_mean_oriented_values.csv,567bcd015cd9b115148cc920df09bd9d7d0dacd0846b1dcc5fdb0de7cb2f1fad,567bcd015cd9b115148cc920df09bd9d7d0dacd0846b1dcc5fdb0de7cb2f1fad,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/metric_relationship_summary.csv,b005fe18ea14b48c553ef889c0a97ad6a61f2fe9a6a8a12b02d30fa0da990e4d,b005fe18ea14b48c553ef889c0a97ad6a61f2fe9a6a8a12b02d30fa0da990e4d,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/pareto_bootstrap_front_size.csv,d8dcd2ec3b11827ee4b108f7dc04e69c3adc5fa85d6e586c472ef283dc060e86,d8dcd2ec3b11827ee4b108f7dc04e69c3adc5fa85d6e586c472ef283dc060e86,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/pareto_bootstrap_stability.csv,6bf151e546e2a2efb69dfc7a93bef94f39964b1904525f9407ee293acc99a331,6bf151e546e2a2efb69dfc7a93bef94f39964b1904525f9407ee293acc99a331,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/pareto_dominance_edges.csv,e43dde9763348d73f26d4be7860afb1263534eda98d5ac442a599dcf3c96a130,e43dde9763348d73f26d4be7860afb1263534eda98d5ac442a599dcf3c96a130,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/pareto_front_membership.csv,73daea7153549a71d9a1ba061b4f379e646419659b9f05ecec85f53a5a6847f5,73daea7153549a71d9a1ba061b4f379e646419659b9f05ecec85f53a5a6847f5,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/pareto_layers.csv,8a5aad0819007e1f5b54d83867a35c6991ac859891b13e51f38661ab87519c09,8a5aad0819007e1f5b54d83867a35c6991ac859891b13e51f38661ab87519c09,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/pareto_objective_manifest.csv,1c77a4aa84cf39421a3b6ee6464efc5ce913f038a9f91814c05845242a4d0cd6,1c77a4aa84cf39421a3b6ee6464efc5ce913f038a9f91814c05845242a4d0cd6,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/phase2c_validation.csv,568fbde913155f9bdb541a96c630943e2b8a98ef024c40365477eb070dcd9155,568fbde913155f9bdb541a96c630943e2b8a98ef024c40365477eb070dcd9155,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/prior_phase_immutability_check.csv,b02eea5a2d76388c151b225ea269450d950f04872148b71bdf48e5d9639332e9,b02eea5a2d76388c151b225ea269450d950f04872148b71bdf48e5d9639332e9,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/samplewise_correlation_summary.csv,030f1a41ab7ba288190cbe129652f99b8029a1b4732ecbe3b11fdcb56a9670b1,030f1a41ab7ba288190cbe129652f99b8029a1b4732ecbe3b11fdcb56a9670b1,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/samplewise_cross_method_correlations.csv,d52f9fb8afc43f6657bb691c3f7a777f6136b7c248d4d1ebdbcceb31e28af94a,d52f9fb8afc43f6657bb691c3f7a777f6136b7c248d4d1ebdbcceb31e28af94a,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/topology_descriptor_disagreement_summary.csv,041187219efa830dd9ee78d91fd14503a00f3badf2a5db7bb909d680b02270c8,041187219efa830dd9ee78d91fd14503a00f3badf2a5db7bb909d680b02270c8,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/topology_pairwise_preference_agreement.csv,3c4329056bd9c71545242ed17ad66b9496bf7f84c46d5f4bc3eb3fe72441263f,3c4329056bd9c71545242ed17ad66b9496bf7f84c46d5f4bc3eb3fe72441263f,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/topology_pareto_sanity_check.csv,93076eefa6885453e2a3ec6d6fa3ab1b8249dd4b317be62d839efdd1f961bb04,93076eefa6885453e2a3ec6d6fa3ab1b8249dd4b317be62d839efdd1f961bb04,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/topology_rank_by_method.csv,2ac4fbf1a89e0228979969e6355be707b35dc4b7227d8b26324a67e437aa8090,2ac4fbf1a89e0228979969e6355be707b35dc4b7227d8b26324a67e437aa8090,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/topology_relationship_and_pareto_summary.csv,af295c38506f15dfd66a20df4752232c012a0afc763693f13e773e972ed33b72,af295c38506f15dfd66a20df4752232c012a0afc763693f13e773e972ed33b72,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/topology_sample_preference_agreement.csv,4093dccfe4ab8c120357cc6244abbcc1e7b57a156d5d5cd19bec7ed931aa1810,4093dccfe4ab8c120357cc6244abbcc1e7b57a156d5d5cd19bec7ed931aa1810,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/two_way_residual_correlations.csv,762ef1a6095e94bb918e2ca8fdb6e5b596e200f586ef1ab8797c538043fbf925,762ef1a6095e94bb918e2ca8fdb6e5b596e200f586ef1ab8797c538043fbf925,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/two_way_residual_pearson_matrix.csv,84c17b3774f700feb9fb95971af1971fe1a00a37a45c8d9d69613359358f6d4f,84c17b3774f700feb9fb95971af1971fe1a00a37a45c8d9d69613359358f6d4f,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/two_way_residual_spearman_matrix.csv,2a61d637188d4985681a71791bf1a35c66da6d697aa72cf6a5576266a804fa5d,2a61d637188d4985681a71791bf1a35c66da6d697aa72cf6a5576266a804fa5d,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/within_method_correlation_summary.csv,543397cc850c3d21b1acf322cdcabfad1f4703f07b5e3c2309856dea08acaf3d,543397cc850c3d21b1acf322cdcabfad1f4703f07b5e3c2309856dea08acaf3d,unchanged
phase2c,ttk_runs_fixed/unified_candidate_analysis/phase2c/within_method_metric_correlations.csv,95677a387a45873418d4c7258b01843fd0e70c9c8fba2eb07e3d273771c2a82f,95677a387a45873418d4c7258b01843fd0e70c9c8fba2eb07e3d273771c2a82f,unchanged
phase1,ttk_runs_fixed/unified_candidate_evaluation/column_mapping.csv,b17c74d7b39509e8d305faa8c8a6c4a22ca063c14f12b8668947f3b436f72816,b17c74d7b39509e8d305faa8c8a6c4a22ca063c14f12b8668947f3b436f72816,unchanged
phase1,ttk_runs_fixed/unified_candidate_evaluation/method_inventory.csv,4e34c13c2519be08e3237f62ca0d8dca597dc3943d00e848b232d2a77387025f,4e34c13c2519be08e3237f62ca0d8dca597dc3943d00e848b232d2a77387025f,unchanged
phase1,ttk_runs_fixed/unified_candidate_evaluation/unified_primary_method_summary.csv,9aefb78dbfe1239d8a8781622254999c9e1bb72ec872f328bfdbf500c2758f84,9aefb78dbfe1239d8a8781622254999c9e1bb72ec872f328bfdbf500c2758f84,unchanged
phase1,ttk_runs_fixed/unified_candidate_evaluation/unified_primary_missingness.csv,3648211d066ca670564658dba4e83fac628a890e40e16b6e87109d62abb3cb87,3648211d066ca670564658dba4e83fac628a890e40e16b6e87109d62abb3cb87,unchanged
phase1,ttk_runs_fixed/unified_candidate_evaluation/unified_primary_pairwise_vs_cnn.csv,f6da687e5f1b41d11083943b02319c752d11278d8de981a61ec3aeda0aa68a92,f6da687e5f1b41d11083943b02319c752d11278d8de981a61ec3aeda0aa68a92,unchanged
phase1,ttk_runs_fixed/unified_candidate_evaluation/unified_primary_per_sample_long.csv,0c70abb05fc76f41651bbb66e1090fb1cd7ac310a5b8e6446f78c69a6427e7f1,0c70abb05fc76f41651bbb66e1090fb1cd7ac310a5b8e6446f78c69a6427e7f1,unchanged
phase1,ttk_runs_fixed/unified_candidate_evaluation/unified_primary_topology_validation.csv,a72ca767caf20acecd32e9168d2dcc40dfa2d909912669bfdb65792b7ecb4bc1,a72ca767caf20acecd32e9168d2dcc40dfa2d909912669bfdb65792b7ecb4bc1,unchanged
phase1,ttk_runs_fixed/unified_candidate_evaluation/unified_primary_wide.csv,a794e2ac78efc1af6498b1bb39934d93d9c4bdb9f78f0479b693e773895ce4b2,a794e2ac78efc1af6498b1bb39934d93d9c4bdb9f78f0479b693e773895ce4b2,unchanged
