sample_idx,threshold_label,threshold_name,threshold_type,threshold_value,gt_count,bicubic_count,bicubic_abs_error,cnn_count,cnn_abs_error,gan_count,gan_abs_error,winner
66,p99,99th pct,percentile,13.657037,89,18,71,30,59,157,68,cnn
67,t5,5,fixed,5.0,193,16,177,34,159,167,26,gan
67,t10,10,fixed,10.0,336,71,265,130,206,409,73,gan
67,t15,15,fixed,15.0,57,4,53,7,50,107,50,tie
67,p90,90th pct,percentile,12.015136,214,35,179,63,151,280,66,gan
67,p95,95th pct,percentile,12.979523,149,32,117,63,86,277,128,cnn
67,p99,99th pct,percentile,14.276558,94,19,75,35,59,193,99,cnn
68,t5,5,fixed,5.0,171,10,161,44,127,163,8,gan
68,t10,10,fixed,10.0,329,62,267,163,166,430,101,gan
68,t15,15,fixed,15.0,84,13,71,33,51,207,123,cnn
68,p90,90th pct,percentile,12.506485,272,41,231,90,182,407,135,gan
68,p95,95th pct,percentile,13.58989,155,30,125,73,82,306,151,cnn
68,p99,99th pct,percentile,14.883911,86,13,73,31,55,217,131,cnn
69,t5,5,fixed,5.0,126,7,119,23,103,139,13,gan
69,t10,10,fixed,10.0,318,70,248,185,133,428,110,gan
69,t15,15,fixed,15.0,170,30,140,56,114,362,192,cnn
69,p90,90th pct,percentile,13.190102,314,63,251,151,163,533,219,cnn
69,p95,95th pct,percentile,14.178901,264,47,217,109,155,452,188,cnn
69,p99,99th pct,percentile,15.598007,120,15,105,39,81,252,132,cnn
70,t5,5,fixed,5.0,142,12,130,26,116,159,17,gan
70,t10,10,fixed,10.0,253,60,193,156,97,402,149,cnn
70,t15,15,fixed,15.0,282,52,230,113,169,481,199,cnn
70,p90,90th pct,percentile,13.779106,412,78,334,185,227,549,137,gan
70,p95,95th pct,percentile,14.746545,304,61,243,125,179,499,195,cnn
70,p99,99th pct,percentile,16.159554,160,20,140,56,104,328,168,cnn
71,t5,5,fixed,5.0,141,6,135,26,115,132,9,gan
71,t10,10,fixed,10.0,194,44,150,104,90,277,83,gan
71,t15,15,fixed,15.0,357,64,293,128,229,507,150,gan
71,p90,90th pct,percentile,14.099547,430,87,343,193,237,562,132,gan
71,p95,95th pct,percentile,15.02121,347,63,284,124,223,508,161,gan
71,p99,99th pct,percentile,16.437271,204,25,179,65,139,310,106,gan
72,t5,5,fixed,5.0,131,8,123,26,105,134,3,gan
72,t10,10,fixed,10.0,237,48,189,122,115,297,60,gan
72,t15,15,fixed,15.0,363,62,301,155,208,514,151,gan
72,p90,90th pct,percentile,14.19416,475,79,396,193,282,565,90,gan
72,p95,95th pct,percentile,15.085298,351,62,289,150,201,514,163,gan
72,p99,99th pct,percentile,16.531876,225,25,200,66,159,312,87,gan
73,t5,5,fixed,5.0,128,10,118,33,95,122,6,gan
73,t10,10,fixed,10.0,261,47,214,131,130,271,10,gan
73,t15,15,fixed,15.0,379,62,317,163,216,510,131,gan
73,p90,90th pct,percentile,14.154489,481,98,383,227,254,661,180,gan
73,p95,95th pct,percentile,15.070038,365,65,300,151,214,512,147,gan
73,p99,99th pct,percentile,16.434219,237,17,220,55,182,316,79,gan
74,t5,5,fixed,5.0,130,14,116,37,93,120,10,gan
74,t10,10,fixed,10.0,271,58,213,126,145,296,25,gan
74,t15,15,fixed,15.0,405,54,351,138,267,532,127,gan
74,p90,90th pct,percentile,14.007997,481,95,386,220,261,673,192,gan
74,p95,95th pct,percentile,14.868614,409,60,349,158,251,545,136,gan
74,p99,99th pct,percentile,16.187017,236,20,216,53,183,313,77,gan
75,t5,5,fixed,5.0,137,16,121,34,103,163,26,gan
75,t10,10,fixed,10.0,296,70,226,141,155,319,23,gan
75,t15,15,fixed,15.0,363,49,314,133,230,516,153,gan
75,p90,90th pct,percentile,13.885925,492,93,399,246,246,693,201,gan
75,p95,95th pct,percentile,14.658043,413,58,355,162,251,562,149,gan
75,p99,99th pct,percentile,15.985595,260,19,241,52,208,315,55,gan
76,t5,5,fixed,5.0,121,17,104,29,92,165,44,gan
76,t10,10,fixed,10.0,339,66,273,153,186,337,2,gan
76,t15,15,fixed,15.0,345,46,299,123,222,533,188,gan
76,p90,90th pct,percentile,13.75164,478,79,399,215,263,734,256,gan
76,p95,95th pct,percentile,14.484086,430,61,369,168,262,627,197,gan
76,p99,99th pct,percentile,15.805533,247,20,227,50,197,333,86,gan
77,t5,5,fixed,5.0,125,13,112,35,90,134,9,gan
77,t10,10,fixed,10.0,364,76,288,188,176,426,62,gan
77,t15,15,fixed,15.0,317,36,281,98,219,435,118,gan
77,p90,90th pct,percentile,13.534958,521,91,430,243,278,740,219,gan
77,p95,95th pct,percentile,14.242989,416,56,360,171,245,675,259,cnn
77,p99,99th pct,percentile,15.729272,262,21,241,64,198,297,35,gan
78,t5,5,fixed,5.0,128,13,115,47,81,138,10,gan
78,t10,10,fixed,10.0,420,103,317,191,229,416,4,gan
78,t15,15,fixed,15.0,300,30,270,104,196,426,126,gan
78,p90,90th pct,percentile,13.321328,502,96,406,278,224,762,260,cnn
78,p95,95th pct,percentile,13.962219,435,72,363,234,201,678,243,cnn
78,p99,99th pct,percentile,15.509507,241,18,223,62,179,305,64,gan
79,t5,5,fixed,5.0,120,12,108,49,71,139,19,gan
79,t10,10,fixed,10.0,402,102,300,175,227,475,73,gan
79,t15,15,fixed,15.0,293,21,272,86,207,356,63,gan
79,p90,90th pct,percentile,13.104645,527,104,423,256,271,722,195,gan
79,p95,95th pct,percentile,13.754691,445,77,368,205,240,732,287,cnn
79,p99,99th pct,percentile,15.250131,251,16,235,75,176,324,73,gan
80,t5,5,fixed,5.0,131,11,120,38,93,156,25,gan
80,t10,10,fixed,10.0,424,105,319,193,231,560,136,gan
80,t15,15,fixed,15.0,247,18,229,88,159,328,81,gan
80,p90,90th pct,percentile,12.848289,562,111,451,283,279,733,171,gan
80,p95,95th pct,percentile,13.50444,453,83,370,206,247,736,283,cnn
80,p99,99th pct,percentile,15.066986,241,16,225,81,160,318,77,gan
81,t5,5,fixed,5.0,148,9,139,34,114,120,28,gan
81,t10,10,fixed,10.0,424,101,323,194,230,538,114,gan
81,t15,15,fixed,15.0,248,14,234,73,175,295,47,gan
81,p90,90th pct,percentile,12.585831,583,101,482,308,275,783,200,gan
81,p95,95th pct,percentile,13.30912,471,78,393,208,263,675,204,gan
81,p99,99th pct,percentile,14.886964,255,16,239,76,179,307,52,gan
82,t5,5,fixed,5.0,171,10,161,35,136,148,23,gan
82,t10,10,fixed,10.0,448,105,343,206,242,567,119,gan
82,t15,15,fixed,15.0,214,13,201,67,147,243,29,gan
82,p90,90th pct,percentile,12.341683,573,103,470,249,324,776,203,gan
82,p95,95th pct,percentile,13.107697,456,75,381,234,222,623,167,gan
82,p99,99th pct,percentile,14.71911,241,17,224,80,161,281,40,gan
83,t5,5,fixed,5.0,174,12,162,54,120,170,4,gan
83,t10,10,fixed,10.0,454,110,344,235,219,580,126,gan
83,t15,15,fixed,15.0,196,11,185,56,140,233,37,gan
83,p90,90th pct,percentile,12.143318,548,106,442,259,289,771,223,gan
83,p95,95th pct,percentile,12.927642,445,62,383,201,244,641,196,gan
83,p99,99th pct,percentile,14.554275,240,20,220,75,165,291,51,gan
84,t5,5,fixed,5.0,154,16,138,58,96,155,1,gan
84,t10,10,fixed,10.0,478,109,369,225,253,593,115,gan
84,t15,15,fixed,15.0,167,11,156,36,131,227,60,gan
84,p90,90th pct,percentile,11.975464,623,120,503,284,339,874,251,gan
84,p95,95th pct,percentile,12.765891,463,65,398,186,277,639,176,gan
84,p99,99th pct,percentile,14.535965,219,18,201,55,164,285,66,gan
85,t5,5,fixed,5.0,102,16,86,32,70,138,36,gan
85,t10,10,fixed,10.0,465,117,348,210,255,580,115,gan
85,t15,15,fixed,15.0,164,10,154,39,125,233,69,gan
85,p90,90th pct,percentile,11.920531,593,108,485,276,317,875,282,gan
85,p95,95th pct,percentile,12.750633,451,64,387,204,247,606,155,gan
85,p99,99th pct,percentile,14.630577,197,16,181,49,148,261,64,gan
86,t5,5,fixed,5.0,79,15,64,37,42,108,29,gan
86,t10,10,fixed,10.0,631,110,521,260,371,648,17,gan
86,t15,15,fixed,15.0,123,7,116,18,105,156,33,gan
86,p90,90th pct,percentile,11.56346,548,86,462,215,333,783,235,gan
86,p95,95th pct,percentile,12.347786,401,52,349,174,227,609,208,gan
86,p99,99th pct,percentile,14.17585,173,15,158,32,141,230,57,gan
87,t5,5,fixed,5.0,194,25,169,62,132,164,30,gan
87,t10,10,fixed,10.0,539,86,453,180,359,572,33,gan
87,t15,15,fixed,15.0,69,3,66,14,55,85,16,gan
87,p90,90th pct,percentile,11.392563,441,70,371,177,264,571,130,gan
87,p95,95th pct,percentile,12.131111,330,37,293,94,236,534,204,gan
87,p99,99th pct,percentile,13.708947,132,16,116,29,103,181,49,gan
88,t5,5,fixed,5.0,229,27,202,72,157,257,28,gan
88,t10,10,fixed,10.0,441,57,384,140,301,498,57,gan
88,t15,15,fixed,15.0,45,1,44,7,38,81,36,gan
88,p90,90th pct,percentile,11.416978,306,44,262,108,198,486,180,gan
88,p95,95th pct,percentile,12.134163,235,47,188,79,156,479,244,cnn
88,p99,99th pct,percentile,13.43425,112,18,94,31,81,201,89,cnn
89,t5,5,fixed,5.0,187,28,159,61,126,264,77,gan
89,t10,10,fixed,10.0,367,50,317,113,254,403,36,gan
89,t15,15,fixed,15.0,28,2,26,3,25,42,14,gan
89,p90,90th pct,percentile,11.548203,244,38,206,102,142,418,174,cnn
89,p95,95th pct,percentile,12.366096,167,28,139,62,105,346,179,cnn
89,p99,99th pct,percentile,13.492265,87,14,73,29,58,229,142,cnn
90,t5,5,fixed,5.0,210,21,189,54,156,252,42,gan
90,t10,10,fixed,10.0,337,41,296,107,230,376,39,gan
90,t15,15,fixed,15.0,25,1,24,1,24,31,6,gan
90,p90,90th pct,percentile,11.722161,208,34,174,73,135,360,152,cnn
90,p95,95th pct,percentile,12.610245,130,18,112,47,83,288,158,cnn
90,p99,99th pct,percentile,13.693657,75,16,59,31,44,236,161,cnn
91,t5,5,fixed,5.0,197,20,177,56,141,287,90,gan
91,t10,10,fixed,10.0,346,51,295,145,201,449,103,gan
91,t15,15,fixed,15.0,34,6,28,7,27,70,36,cnn
91,p90,90th pct,percentile,11.984619,188,28,160,54,134,323,135,cnn
91,p95,95th pct,percentile,12.955109,127,23,104,69,58,294,167,cnn
91,p99,99th pct,percentile,14.044617,76,12,64,40,36,196,120,cnn
92,t5,5,fixed,5.0,191,25,166,59,132,248,57,gan
92,t10,10,fixed,10.0,390,60,330,155,235,517,127,gan
92,t15,15,fixed,15.0,77,15,62,35,42,180,103,cnn
92,p90,90th pct,percentile,12.356941,210,41,169,79,131,372,162,cnn
92,p95,95th pct,percentile,13.45256,136,27,109,65,71,331,195,cnn
92,p99,99th pct,percentile,14.758751,75,13,62,51,24,187,112,cnn
93,t5,5,fixed,5.0,109,15,94,36,73,140,31,gan
93,t10,10,fixed,10.0,427,66,361,187,240,489,62,gan
93,t15,15,fixed,15.0,116,20,96,45,71,250,134,cnn
93,p90,90th pct,percentile,12.781151,288,56,232,155,133,547,259,cnn
93,p95,95th pct,percentile,13.873719,200,33,167,94,106,368,168,cnn
93,p99,99th pct,percentile,15.198218,105,15,90,40,65,240,135,cnn
94,t5,5,fixed,5.0,21,4,17,7,14,61,40,cnn
94,t10,10,fixed,10.0,379,75,304,223,156,503,124,gan
94,t15,15,fixed,15.0,204,36,168,98,106,367,163,cnn
94,p90,90th pct,percentile,13.16874,387,80,307,222,165,638,251,cnn
94,p95,95th pct,percentile,14.108704,279,50,229,152,127,487,208,cnn
94,p99,99th pct,percentile,15.674309,138,17,121,44,94,231,93,gan
95,t5,5,fixed,5.0,10,1,9,4,6,23,13,cnn
95,t10,10,fixed,10.0,411,110,301,257,154,670,259,cnn
95,t15,15,fixed,15.0,282,35,247,125,157,415,133,gan
95,p90,90th pct,percentile,13.415939,389,91,298,192,197,636,247,cnn
95,p95,95th pct,percentile,14.334541,337,59,278,173,164,456,119,gan
95,p99,99th pct,percentile,16.049683,141,22,119,72,69,251,110,cnn
96,t5,5,fixed,5.0,11,3,8,8,3,21,10,cnn
96,t10,10,fixed,10.0,399,87,312,257,142,663,264,cnn
96,t15,15,fixed,15.0,349,47,302,146,203,416,67,gan
96,p90,90th pct,percentile,13.55632,452,85,367,236,216,654,202,gan
96,p95,95th pct,percentile,14.47493,380,63,317,196,184,486,106,gan
96,p99,99th pct,percentile,16.241951,163,22,141,101,62,257,94,cnn
97,t5,5,fixed,5.0,18,4,14,7,11,27,9,gan
97,t10,10,fixed,10.0,425,97,328,210,215,537,112,gan
97,t15,15,fixed,15.0,359,47,312,139,220,449,90,gan
97,p90,90th pct,percentile,13.6082,508,95,413,279,229,676,168,gan
97,p95,95th pct,percentile,14.468826,449,67,382,193,256,535,86,gan
97,p99,99th pct,percentile,16.318245,193,27,166,66,127,286,93,gan
98,t5,5,fixed,5.0,22,5,17,4,18,15,7,gan
98,t10,10,fixed,10.0,391,77,314,182,209,481,90,gan
98,t15,15,fixed,15.0,372,58,314,148,224,514,142,gan
98,p90,90th pct,percentile,13.6082,606,90,516,320,286,729,123,gan
98,p95,95th pct,percentile,14.444566,458,70,388,225,233,596,138,gan
98,p99,99th pct,percentile,16.22364,210,23,187,86,124,288,78,gan
99,t5,5,fixed,5.0,22,2,20,3,19,18,4,gan
99,t10,10,fixed,10.0,387,86,301,170,217,590,203,gan
99,t15,15,fixed,15.0,385,60,325,189,196,477,92,gan
99,p90,90th pct,percentile,13.476974,669,126,543,331,338,874,205,gan
99,p95,95th pct,percentile,14.288765,517,88,429,258,259,623,106,gan
99,p99,99th pct,percentile,16.119904,224,25,199,93,131,300,76,gan
100,t5,5,fixed,5.0,24,5,19,7,17,23,1,gan
100,t10,10,fixed,10.0,453,81,372,193,260,631,178,gan
100,t15,15,fixed,15.0,383,56,327,189,194,447,64,gan
100,p90,90th pct,percentile,13.34269,667,128,539,332,335,822,155,gan
100,p95,95th pct,percentile,14.169746,538,100,438,260,278,654,116,gan
100,p99,99th pct,percentile,15.894043,249,27,222,108,141,292,43,gan
101,t5,5,fixed,5.0,29,2,27,3,26,24,5,gan
101,t10,10,fixed,10.0,481,102,379,179,302,796,315,cnn
101,t15,15,fixed,15.0,358,54,304,167,191,469,111,gan
101,p90,90th pct,percentile,13.235878,694,149,545,361,333,921,227,gan
101,p95,95th pct,percentile,14.035461,546,111,435,266,280,696,150,gan
101,p99,99th pct,percentile,15.848259,252,20,232,98,154,343,91,gan
102,t5,5,fixed,5.0,25,2,23,12,13,25,0,gan
102,t10,10,fixed,10.0,455,89,366,178,277,734,279,cnn
102,t15,15,fixed,15.0,329,38,291,134,195,481,152,gan
102,p90,90th pct,percentile,13.183998,682,146,536,414,268,1028,346,cnn
102,p95,95th pct,percentile,13.873718,562,113,449,304,258,762,200,gan
102,p99,99th pct,percentile,15.40883,267,21,246,95,172,366,99,gan
103,t5,5,fixed,5.0,21,3,18,8,13,18,3,gan
103,t10,10,fixed,10.0,414,71,343,183,231,567,153,gan
103,t15,15,fixed,15.0,357,44,313,146,211,461,104,gan
103,p90,90th pct,percentile,13.263344,662,160,502,348,314,943,281,gan
103,p95,95th pct,percentile,13.913391,572,128,444,269,303,809,237,gan
103,p99,99th pct,percentile,15.478989,265,28,237,106,159,392,127,gan
104,t5,5,fixed,5.0,13,1,12,10,3,28,15,cnn
104,t10,10,fixed,10.0,358,68,290,150,208,514,156,gan
104,t15,15,fixed,15.0,354,60,294,145,209,492,138,gan
104,p90,90th pct,percentile,13.458664,662,134,528,321,341,978,316,gan
104,p95,95th pct,percentile,14.176003,529,101,428,249,280,770,241,gan
104,p99,99th pct,percentile,15.643791,255,27,228,94,161,334,79,gan
105,t5,5,fixed,5.0,24,5,19,9,15,22,2,gan
105,t10,10,fixed,10.0,367,74,293,154,213,507,140,gan
105,t15,15,fixed,15.0,343,60,283,139,204,447,104,gan
105,p90,90th pct,percentile,13.553267,601,121,480,275,326,928,327,cnn
105,p95,95th pct,percentile,14.319283,416,89,327,193,223,631,215,gan
105,p99,99th pct,percentile,16.0802,194,25,169,76,118,264,70,gan
106,t5,5,fixed,5.0,31,2,29,6,25,20,11,gan
106,t10,10,fixed,10.0,351,63,288,155,196,457,106,gan
106,t15,15,fixed,15.0,363,47,316,126,237,521,158,gan
106,p90,90th pct,percentile,13.730278,610,139,471,301,309,837,227,gan
106,p95,95th pct,percentile,14.416945,487,71,416,215,272,662,175,gan
106,p99,99th pct,percentile,16.0802,179,23,156,57,122,263,84,gan
107,t5,5,fixed,5.0,22,2,20,4,18,23,1,gan
107,t10,10,fixed,10.0,326,56,270,144,182,421,95,gan
107,t15,15,fixed,15.0,379,60,319,152,227,519,140,gan
107,p90,90th pct,percentile,14.001892,556,120,436,255,301,875,319,cnn
107,p95,95th pct,percentile,14.72213,436,73,363,187,249,625,189,gan
107,p99,99th pct,percentile,16.141243,208,25,183,77,131,299,91,gan
108,t5,5,fixed,5.0,24,4,20,7,17,25,1,gan
108,t10,10,fixed,10.0,291,53,238,115,176,350,59,gan
108,t15,15,fixed,15.0,397,86,311,161,236,682,285,cnn
108,p90,90th pct,percentile,14.310126,484,95,389,198,286,754,270,gan
108,p95,95th pct,percentile,15.036469,395,79,316,150,245,646,251,cnn
108,p99,99th pct,percentile,16.553238,180,23,157,61,119,296,116,gan
109,t5,5,fixed,5.0,24,5,19,13,11,23,1,gan
109,t10,10,fixed,10.0,296,48,248,123,173,335,39,gan
109,t15,15,fixed,15.0,367,86,281,159,208,749,382,cnn
109,p90,90th pct,percentile,14.627524,457,77,380,194,263,862,405,cnn
109,p95,95th pct,percentile,15.347756,326,60,266,149,177,566,240,cnn
109,p99,99th pct,percentile,16.745506,171,25,146,63,108,299,128,cnn
110,t5,5,fixed,5.0,27,2,25,6,21,23,4,gan
110,t10,10,fixed,10.0,334,49,285,139,195,361,27,gan
110,t15,15,fixed,15.0,384,79,305,162,222,830,446,cnn
110,p90,90th pct,percentile,14.938812,398,79,319,173,225,827,429,cnn
110,p95,95th pct,percentile,15.610214,323,66,257,134,189,569,246,cnn
110,p99,99th pct,percentile,17.084259,125,22,103,43,82,243,118,cnn
111,t5,5,fixed,5.0,28,1,27,7,21,26,2,gan
111,t10,10,fixed,10.0,330,60,270,140,190,375,45,gan
111,t15,15,fixed,15.0,376,66,310,124,252,767,391,cnn
111,p90,90th pct,percentile,15.289772,340,70,270,125,215,711,371,cnn
111,p95,95th pct,percentile,16.049683,220,39,181,91,129,497,277,cnn
111,p99,99th pct,percentile,17.481003,95,15,80,42,53,189,94,cnn
112,t5,5,fixed,5.0,37,3,34,16,21,32,5,gan
112,t10,10,fixed,10.0,355,67,288,166,189,408,53,gan
112,t15,15,fixed,15.0,326,49,277,84,242,778,452,cnn
112,p90,90th pct,percentile,15.622421,239,40,199,88,151,599,360,cnn
112,p95,95th pct,percentile,16.522873,149,27,122,51,98,330,181,cnn
112,p99,99th pct,percentile,17.880798,89,13,76,36,53,214,125,cnn
113,t5,5,fixed,5.0,43,4,39,16,27,42,1,gan
113,t10,10,fixed,10.0,406,78,328,161,245,480,74,gan
113,t15,15,fixed,15.0,271,37,234,81,190,704,433,cnn
113,p90,90th pct,percentile,15.863518,197,36,161,75,122,563,366,cnn
113,p95,95th pct,percentile,16.983551,115,12,103,31,84,265,150,cnn
113,p99,99th pct,percentile,18.350777,59,15,44,34,25,247,188,cnn
114,t5,5,fixed,5.0,53,4,49,19,34,58,5,gan
114,t10,10,fixed,10.0,403,74,329,191,212,470,67,gan
114,t15,15,fixed,15.0,197,24,173,54,143,497,300,cnn
114,p90,90th pct,percentile,16.049683,189,27,162,46,143,567,378,cnn
114,p95,95th pct,percentile,17.343666,68,5,63,22,46,164,96,cnn
114,p99,99th pct,percentile,18.720055,47,18,29,37,10,265,218,cnn
115,t5,5,fixed,5.0,63,6,57,17,46,65,2,gan
115,t10,10,fixed,10.0,461,80,381,190,271,507,46,gan
115,t15,15,fixed,15.0,160,19,141,36,124,384,224,cnn
115,p90,90th pct,percentile,16.199226,183,31,152,48,135,525,342,cnn
115,p95,95th pct,percentile,17.520676,55,11,44,15,40,180,125,cnn
115,p99,99th pct,percentile,18.784142,42,19,23,36,6,310,268,cnn
116,t5,5,fixed,5.0,49,8,41,21,28,53,4,gan
116,t10,10,fixed,10.0,444,85,359,240,204,510,66,gan
116,t15,15,fixed,15.0,133,18,115,69,64,391,258,cnn
116,p90,90th pct,percentile,16.364021,190,28,162,38,152,491,301,cnn
116,p95,95th pct,percentile,17.435226,76,15,61,38,38,240,164,cnn
116,p99,99th pct,percentile,18.939789,31,6,25,16,15,236,205,cnn
117,t5,5,fixed,5.0,38,16,22,21,17,64,26,cnn
117,t10,10,fixed,10.0,547,104,443,274,273,557,10,gan
117,t15,15,fixed,15.0,121,16,105,40,81,415,294,cnn
117,p90,90th pct,percentile,16.461685,144,38,106,48,96,487,343,cnn
117,p95,95th pct,percentile,17.38945,101,22,79,67,34,324,223,cnn
117,p99,99th pct,percentile,18.945923,38,9,29,27,11,211,173,cnn
118,t5,5,fixed,5.0,43,17,26,17,26,71,28,tie
118,t10,10,fixed,10.0,642,130,512,278,364,720,78,gan
118,t15,15,fixed,15.0,160,29,131,57,103,449,289,cnn
118,p90,90th pct,percentile,16.455582,111,25,86,71,40,403,292,cnn
118,p95,95th pct,percentile,17.404709,121,24,97,49,72,350,229,cnn
118,p99,99th pct,percentile,18.820763,68,19,49,25,43,206,138,cnn
119,t5,5,fixed,5.0,15,6,9,10,5,65,50,cnn
119,t10,10,fixed,10.0,628,111,517,277,351,838,210,gan
119,t15,15,fixed,15.0,134,29,105,67,67,388,254,cnn
119,p90,90th pct,percentile,16.467789,128,18,110,56,72,368,240,cnn
119,p95,95th pct,percentile,17.365028,142,24,118,51,91,378,236,cnn
119,p99,99th pct,percentile,18.662073,77,12,65,36,41,184,107,cnn
120,t5,5,fixed,5.0,12,2,10,3,9,42,30,cnn
120,t10,10,fixed,10.0,525,90,435,202,323,636,111,gan
120,t15,15,fixed,15.0,150,24,126,74,76,417,267,cnn
120,p90,90th pct,percentile,16.360971,141,27,114,68,73,448,307,cnn
120,p95,95th pct,percentile,17.325356,133,16,117,57,76,339,206,cnn
120,p99,99th pct,percentile,18.524734,79,17,62,34,45,293,214,cnn
121,t5,5,fixed,5.0,6,1,5,3,3,17,11,cnn
121,t10,10,fixed,10.0,502,107,395,221,281,598,96,gan
121,t15,15,fixed,15.0,179,40,139,91,88,543,364,cnn
121,p90,90th pct,percentile,16.471147,123,19,104,50,73,337,214,cnn
121,p95,95th pct,percentile,17.34977,127,19,108,60,67,363,236,cnn
121,p99,99th pct,percentile,18.662071,45,10,35,36,9,157,112,cnn
122,t5,5,fixed,5.0,9,1,8,6,3,14,5,cnn
122,t10,10,fixed,10.0,426,83,343,200,226,513,87,gan
122,t15,15,fixed,15.0,198,34,164,89,109,582,384,cnn
122,p90,90th pct,percentile,16.510513,126,13,113,47,79,386,260,cnn
122,p95,95th pct,percentile,17.383345,107,28,79,56,51,403,296,cnn
122,p99,99th pct,percentile,18.5522,77,13,64,19,58,215,138,cnn
123,t5,5,fixed,5.0,19,6,13,15,4,29,10,cnn
123,t10,10,fixed,10.0,390,76,314,176,214,328,62,gan
123,t15,15,fixed,15.0,185,26,159,76,109,525,340,cnn
123,p90,90th pct,percentile,16.534927,124,24,100,55,69,452,328,cnn
123,p95,95th pct,percentile,17.426069,96,18,78,58,38,464,368,cnn
123,p99,99th pct,percentile,18.451492,85,16,69,32,53,253,168,cnn
124,t5,5,fixed,5.0,31,6,25,16,15,38,7,gan
124,t10,10,fixed,10.0,324,72,252,143,181,296,28,gan
124,t15,15,fixed,15.0,200,24,176,74,126,519,319,cnn
124,p90,90th pct,percentile,16.794334,115,31,84,63,52,558,443,cnn
124,p95,95th pct,percentile,17.398603,116,31,85,72,44,480,364,cnn
124,p99,99th pct,percentile,18.424028,83,22,61,34,49,258,175,cnn
125,t5,5,fixed,5.0,26,8,18,15,11,65,39,cnn
125,t10,10,fixed,10.0,291,60,231,159,132,304,13,gan
125,t15,15,fixed,15.0,196,20,176,83,113,479,283,cnn
125,p90,90th pct,percentile,16.99881,147,37,110,100,47,636,489,cnn
125,p95,95th pct,percentile,17.542038,163,37,126,81,82,740,577,cnn
125,p99,99th pct,percentile,18.378248,86,20,66,43,43,330,244,cnn
126,t5,5,fixed,5.0,42,8,34,10,32,49,7,gan
126,t10,10,fixed,10.0,279,63,216,141,138,323,44,gan
126,t15,15,fixed,15.0,240,33,207,112,128,533,293,cnn
126,p90,90th pct,percentile,17.267372,148,36,112,77,71,700,552,cnn
126,p95,95th pct,percentile,17.789238,155,52,103,136,19,896,741,cnn
126,p99,99th pct,percentile,18.625448,89,19,70,64,25,261,172,cnn
127,t5,5,fixed,5.0,35,5,30,12,23,54,19,gan
127,t10,10,fixed,10.0,255,53,202,134,121,267,12,gan
127,t15,15,fixed,15.0,248,35,213,118,130,535,287,cnn
127,p90,90th pct,percentile,17.419968,148,27,121,78,70,571,423,cnn
127,p95,95th pct,percentile,18.115784,116,33,83,91,25,495,379,cnn
127,p99,99th pct,percentile,19.284645,65,17,48,56,9,255,190,cnn
128,t5,5,fixed,5.0,21,5,16,10,11,55,34,cnn
128,t10,10,fixed,10.0,194,50,144,108,86,197,3,gan
128,t15,15,fixed,15.0,298,51,247,143,155,567,269,cnn
128,p90,90th pct,percentile,17.59697,161,34,127,98,63,530,369,cnn
128,p95,95th pct,percentile,18.543043,95,24,71,77,18,340,245,cnn
128,p99,99th pct,percentile,19.730217,86,27,59,65,21,350,264,cnn
129,t5,5,fixed,5.0,28,10,18,13,15,51,23,cnn
129,t10,10,fixed,10.0,236,56,180,130,106,296,60,gan
129,t15,15,fixed,15.0,263,55,208,119,144,482,219,cnn
129,p90,90th pct,percentile,17.651907,181,38,143,120,61,523,342,cnn
129,p95,95th pct,percentile,18.686483,119,36,83,111,8,354,235,cnn
129,p99,99th pct,percentile,20.209358,71,19,52,52,19,278,207,cnn
130,t5,5,fixed,5.0,25,9,16,13,12,42,17,cnn
130,t10,10,fixed,10.0,230,55,175,122,108,290,60,gan
130,t15,15,fixed,15.0,273,49,224,123,150,486,213,cnn
130,p90,90th pct,percentile,17.761772,179,34,145,117,62,489,310,cnn
130,p95,95th pct,percentile,18.72921,145,36,109,110,35,417,272,cnn
130,p99,99th pct,percentile,20.276497,67,24,43,62,5,198,131,cnn
131,t5,5,fixed,5.0,12,5,7,8,4,29,17,cnn
131,t10,10,fixed,10.0,209,42,167,83,126,259,50,gan
131,t15,15,fixed,15.0,297,70,227,155,142,479,182,cnn
131,p90,90th pct,percentile,17.954039,208,43,165,144,64,586,378,cnn
131,p95,95th pct,percentile,18.839073,152,44,108,131,21,465,313,cnn
131,p99,99th pct,percentile,20.291756,74,17,57,46,28,179,105,cnn
132,t5,5,fixed,5.0,15,4,11,8,7,34,19,cnn
132,t10,10,fixed,10.0,229,51,178,111,118,286,57,gan
132,t15,15,fixed,15.0,345,68,277,178,167,564,219,cnn
132,p90,90th pct,percentile,18.143257,243,49,194,162,81,784,541,cnn
132,p95,95th pct,percentile,18.890961,212,44,168,156,56,620,408,cnn
132,p99,99th pct,percentile,20.432144,86,18,68,59,27,160,74,cnn
133,t5,5,fixed,5.0,15,8,7,4,11,24,9,bicubic
133,t10,10,fixed,10.0,255,63,192,110,145,324,69,gan
133,t15,15,fixed,15.0,355,74,281,202,153,552,197,cnn
133,p90,90th pct,percentile,18.405718,225,42,183,169,56,697,472,cnn
133,p95,95th pct,percentile,19.193092,207,42,165,136,71,514,307,cnn
133,p99,99th pct,percentile,20.502335,113,29,84,68,45,226,113,cnn
134,t5,5,fixed,5.0,15,5,10,5,10,18,3,gan
